date,CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
09/03/2024 05:00,1.12,33,78,44,4,49,28,32,1,17,319,0.7
09/03/2024 06:00,2.2,102,154,51,2,50,29,35,3,17,285,
09/03/2024 07:00,1.82,97,143,46,2,64,34,31,3,16,336,1.1
09/03/2024 08:00,2.15,151,203,53,2,66,44,33,5,16,141,1.4
09/03/2024 09:00,1.69,71,129,58,8,85,44,26,3,19,187,1
09/03/2024 10:00,1.34,30,97,67,24,61,31,22,2,21,74,1.4
09/03/2024 11:00,1.51,37,141,104,31,68,38,18,4,24,69,1.6
09/03/2024 12:00,1.18,17,101,84,54,96,60,11,3,26,77,1.8
09/03/2024 13:00,0.69,6,47,41,74,82,54,3,2,28,131,1.9
09/03/2024 14:00,0.55,3,31,28,95,42,24,1,1,30,76,2.2
09/03/2024 15:00,0.53,1,26,25,108,30,16,1,1,31,10,2.2
09/03/2024 16:00,0.49,0,19,19,116,38,23,1,1,32,98,1.9
09/03/2024 17:00,0.5,1,22,21,97,29,15,2,1,32,123,2.8
09/03/2024 18:00,0.54,3,26,23,64,39,15,6,1,31,133,3.9
09/03/2024 19:00,0.69,2,30,28,51,59,17,7,1,29,186,3
09/03/2024 20:00,0.76,1,34,34,46,48,22,11,1,26,145,2.3
09/03/2024 22:00,0.79,0,37,36,33,53,29,14,1,24,148,1.9
09/03/2024 23:00,0.98,7,54,47,11,35,16,26,2,23,270,1.9
10/03/2024 00:00,1.17,,,,,56,31,38,,21,338,1.1
10/03/2024 01:00,0.67,3,32,29,15,61,14,55,30,18,300,3.4
10/03/2024 02:00,0.63,2,29,27,15,50,16,59,24,17,279,2.5
10/03/2024 03:00,0.61,2,26,24,16,58,36,62,25,16,289,2
10/03/2024 04:00,0.61,2,27,25,13,56,36,63,19,16,2,1.6
10/03/2024 05:00,0.64,7,37,31,4,57,39,70,12,14,107,1.4
10/03/2024 06:00,0.8,20,56,36,1,50,32,72,17,14,101,1.5
10/03/2024 07:00,0.82,38,76,38,1,57,42,75,25,13,104,1.4
10/03/2024 08:00,0.94,72,109,37,2,61,45,72,22,14,90,1.1
10/03/2024 09:00,1.08,39,77,37,7,63,40,66,19,15,38,1.3
10/03/2024 10:00,0.99,22,63,41,20,69,44,56,18,18,74,1.4
10/03/2024 11:00,0.86,13,55,42,40,74,48,47,18,20,58,1.6
10/03/2024 13:00,0.8,2,30,28,103,76,52,26,7,26,99,2.1
10/03/2024 14:00,0.49,2,15,13,67,81,54,15,2,29,159,3.8
10/03/2024 15:00,0.35,2,10,8,44,40,9,11,1,30,165,6
10/03/2024 16:00,0.34,0,8,7,48,53,12,11,1,30,159,
10/03/2024 17:00,0.37,1,10,9,44,52,11,9,1,29,164,5.6
10/03/2024 18:00,0.37,1,11,10,43,32,11,11,1,29,163,4.9
10/03/2024 19:00,0.48,1,16,15,37,21,8,14,1,27,166,3.8
10/03/2024 20:00,0.65,0,21,21,42,21,8,25,1,25,153,2.9
10/03/2024 21:00,0.74,1,28,27,37,35,20,29,1,24,146,2
10/03/2024 22:00,0.88,10,51,40,21,32,17,31,1,23,120,1.1
10/03/2024 23:00,1.05,13,59,46,12,37,22,35,2,22,126,0.8
11/03/2024 00:00,0.77,5,42,37,18,51,24,38,2,21,278,2.5
11/03/2024 01:00,,,,,,60,27,38,,20,308,
11/03/2024 02:00,,,,,,49,23,41,,19,326,1.2
11/03/2024 03:00,,,,,,57,36,44,,18,98,0.8
11/03/2024 04:00,0.92,51,92,41,2,48,28,49,34,17,60,0.9
11/03/2024 05:00,0.98,27,64,37,2,51,28,52,30,16,355,
11/03/2024 06:00,1.35,65,108,43,4,54,31,51,50,17,320,1.5
11/03/2024 07:00,1.7,113,157,44,4,73,42,53,49,16,97,0.8
11/03/2024 08:00,1.46,131,176,46,3,69,35,58,54,15,93,1.6
11/03/2024 09:00,1.74,78,128,49,5,69,34,51,64,17,86,0.9
11/03/2024 10:00,1.49,60,127,67,11,68,34,43,42,20,95,1.1
11/03/2024 11:00,1.14,27,93,66,29,78,45,36,27,22,70,1.5
11/03/2024 12:00,0.79,8,46,38,53,71,44,30,10,24,55,1.9
11/03/2024 13:00,0.82,4,35,32,82,56,36,25,5,26,106,2.1
11/03/2024 14:00,0.73,2,24,23,101,40,27,22,3,27,155,1.9
11/03/2024 15:00,0.61,1,20,19,88,38,23,18,2,28,124,2.5
11/03/2024 16:00,0.55,3,23,20,55,40,21,18,1,28,111,2.8
11/03/2024 17:00,0.93,14,54,39,28,49,14,29,2,26,22,2.5
11/03/2024 18:00,0.68,10,43,33,29,65,19,23,1,26,17,3.1
11/03/2024 19:00,0.67,16,62,46,17,47,18,26,1,24,58,3.3
11/03/2024 20:00,1,21,73,53,8,43,15,28,1,23,51,2
11/03/2024 21:00,1.05,22,72,49,12,47,18,33,2,23,63,2.2
11/03/2024 22:00,1.11,25,79,54,3,46,18,33,2,22,55,2.5
11/03/2024 23:00,1.15,24,76,52,3,47,20,35,2,21,305,1.9
12/03/2024 00:00,0.77,10,49,39,6,35,18,18,1,22,294,2.6
12/03/2024 01:00,0.77,4,39,36,16,61,30,40,1,20,310,1.7
12/03/2024 02:00,0.77,9,54,45,5,45,19,45,3,19,9,1.4
12/03/2024 03:00,0.85,40,88,48,2,52,27,49,9,18,85,1.1
12/03/2024 04:00,0.94,31,74,43,1,47,22,55,10,16,141,0.6
12/03/2024 05:00,1.09,85,127,42,2,55,33,56,10,17,70,1.1
12/03/2024 06:00,1.33,105,150,45,2,53,27,56,16,16,97,1.2
12/03/2024 07:00,1.6,152,202,51,3,60,31,56,22,16,96,0.4
12/03/2024 08:00,2.16,168,217,49,2,65,37,55,25,16,45,1
12/03/2024 09:00,1.98,111,171,60,4,76,38,49,20,18,91,0.9
12/03/2024 10:00,1.62,76,153,77,9,72,36,40,13,20,31,1.2
12/03/2024 11:00,0.84,20,71,50,30,72,41,34,6,22,75,1.7
12/03/2024 12:00,0.6,6,33,28,51,54,35,26,4,24,51,1.8
12/03/2024 13:00,0.62,6,35,29,60,38,23,19,3,26,38,2.1
12/03/2024 14:00,0.55,2,24,21,82,35,18,14,2,27,59,2.1
12/03/2024 15:00,0.61,1,21,21,107,34,23,13,1,28,123,2.3
12/03/2024 16:00,0.6,1,18,17,101,35,21,14,1,28,125,3.5
12/03/2024 17:00,0.55,0,16,15,68,40,19,19,1,28,156,4
12/03/2024 18:00,0.6,1,18,17,54,49,17,23,1,27,156,4.3
12/03/2024 19:00,0.64,2,21,20,44,55,18,24,1,26,169,4.3
12/03/2024 20:00,0.75,1,26,25,33,45,18,27,1,24,167,3.3
12/03/2024 21:00,0.85,6,36,30,23,35,17,25,1,24,201,2.7
12/03/2024 22:00,0.73,6,33,27,20,33,16,21,1,23,227,2.6
12/03/2024 23:00,0.88,15,54,39,8,34,17,22,1,22,259,2.1
13/03/2024 00:00,2,81,151,70,2,44,25,29,3,21,165,0.5
13/03/2024 01:00,0.84,11,52,40,4,34,12,21,1,21,288,2.1
13/03/2024 02:00,0.95,24,66,41,2,38,17,26,2,20,164,1
13/03/2024 03:00,1.19,61,104,43,2,32,16,29,2,18,136,0.9
13/03/2024 04:00,1,33,75,42,1,43,25,36,1,17,177,1.6
13/03/2024 05:00,0.82,13,51,37,2,40,22,38,1,17,179,1.4
13/03/2024 06:00,1.18,47,85,37,2,49,28,38,2,16,178,0.9
13/03/2024 07:00,1.8,97,134,37,2,37,20,40,3,16,192,1.1
13/03/2024 08:00,2.29,115,155,41,2,53,28,40,3,16,163,1.1
13/03/2024 09:00,1.85,131,195,64,4,66,37,36,6,18,67,
13/03/2024 10:00,1.27,55,120,65,11,64,31,30,5,20,43,1.5
13/03/2024 11:00,0.83,20,66,45,31,70,42,25,5,22,41,1.7
13/03/2024 12:00,0.6,6,33,27,55,48,25,21,3,24,67,2
13/03/2024 13:00,0.55,4,28,24,67,43,24,18,4,25,44,2.1
13/03/2024 14:00,0.56,1,20,19,88,31,18,16,4,26,122,2.1
13/03/2024 15:00,0.65,1,23,22,109,31,17,14,3,27,150,2.2
13/03/2024 16:00,0.71,1,28,27,112,41,23,14,3,27,15,1.7
13/03/2024 17:00,0.74,2,30,28,96,43,25,14,3,28,193,2.1
13/03/2024 18:00,0.59,0,18,18,78,48,28,19,2,27,147,3.5
13/03/2024 19:00,0.65,0,21,21,58,52,23,20,2,26,152,3.4
13/03/2024 20:00,0.71,0,25,25,48,53,20,22,1,24,158,3.1
13/03/2024 21:00,0.83,0,33,33,41,44,19,23,1,23,140,1.9
13/03/2024 22:00,0.91,1,38,37,31,49,23,26,1,22,143,1.7
13/03/2024 23:00,1.2,12,61,48,16,50,30,28,2,22,132,1.1
14/03/2024 00:00,1.28,63,109,45,3,42,23,26,2,21,35,1.1
14/03/2024 01:00,1.86,60,124,64,3,59,32,30,2,20,196,1.7
14/03/2024 02:00,1.19,13,70,57,3,59,31,31,1,20,177,0.9
14/03/2024 03:00,1.32,47,102,55,2,51,29,34,2,19,109,0.8
14/03/2024 04:00,1.27,69,119,50,2,41,21,36,3,18,161,0.4
14/03/2024 05:00,1.42,75,121,46,2,42,23,39,3,18,186,0.9
14/03/2024 06:00,1.31,49,92,43,2,50,32,39,2,17,206,1.4
14/03/2024 07:00,1.62,65,107,42,1,42,23,40,2,17,199,0.7
14/03/2024 08:00,2.41,135,182,46,2,47,25,40,4,17,189,0.8
14/03/2024 10:00,1.94,75,159,85,9,60,35,30,4,21,339,1.2
14/03/2024 11:00,1.46,31,111,80,28,79,45,24,3,23,63,1.4
14/03/2024 12:00,0.8,9,45,36,48,73,46,14,1,25,131,2.2
14/03/2024 13:00,0.55,4,23,19,56,44,28,10,1,27,157,2.1
14/03/2024 14:00,0.37,2,13,11,52,42,18,8,1,28,88,2.6
14/03/2024 15:00,0.44,4,17,13,48,30,11,8,1,29,162,2.7
14/03/2024 16:00,0.5,3,16,13,49,33,11,9,1,29,159,4.6
14/03/2024 17:00,0.42,2,13,12,50,35,10,9,1,29,161,4.8
14/03/2024 18:00,0.46,2,17,14,43,37,11,11,1,28,166,5.4
14/03/2024 19:00,0.53,2,19,17,36,40,13,13,1,26,168,5.5
14/03/2024 20:00,0.74,4,30,26,31,41,12,18,1,25,175,4.3
14/03/2024 21:00,0.89,2,35,32,34,35,17,22,1,24,174,3.1
14/03/2024 22:00,0.87,4,35,32,21,45,30,23,1,23,157,1.7
14/03/2024 23:00,1.2,22,67,45,5,40,25,25,1,22,336,1.4
15/03/2024 00:00,1.16,29,79,50,2,47,22,26,2,21,353,1.6
15/03/2024 01:00,1.43,81,129,48,2,38,21,27,3,21,36,1.4
15/03/2024 02:00,1.54,94,142,47,2,43,22,29,3,20,78,0.7
15/03/2024 03:00,1.18,52,96,44,2,46,26,30,2,19,129,0.8
15/03/2024 04:00,0.81,15,51,36,4,48,33,29,1,18,179,1.6
15/03/2024 05:00,0.7,13,44,31,5,38,25,31,1,17,180,1.4
15/03/2024 06:00,1.14,51,86,34,2,36,25,33,2,17,184,1.1
15/03/2024 07:00,2.24,136,174,38,2,38,25,34,3,17,228,0.8
15/03/2024 08:00,2.43,175,219,44,3,38,19,32,5,17,340,0.7
15/03/2024 09:00,1.53,71,120,48,6,66,33,28,3,19,325,1.5
15/03/2024 10:00,1.37,54,123,69,12,53,31,25,3,21,102,1.4
15/03/2024 11:00,1.06,26,85,60,29,55,33,21,3,23,111,1.7
15/03/2024 12:00,0.72,10,45,34,41,58,37,13,1,25,79,2.1
15/03/2024 13:00,0.58,6,30,25,54,25,13,8,1,27,122,2.2
15/03/2024 14:00,0.67,5,27,22,64,31,19,9,1,28,214,2.4
15/03/2024 15:00,0.65,3,27,24,76,19,6,9,1,29,328,2.2
15/03/2024 16:00,0.54,1,19,18,81,41,25,9,1,29,126,2.5
15/03/2024 17:00,0.56,3,28,25,71,29,15,11,1,29,110,3
15/03/2024 18:00,0.73,5,32,27,40,47,20,14,1,28,183,3.7
15/03/2024 19:00,0.78,5,34,30,33,56,23,16,1,27,171,3.4
15/03/2024 20:00,0.79,1,31,30,31,41,16,19,1,25,159,3.5
15/03/2024 21:00,0.68,1,27,26,32,37,17,19,1,24,135,3.9
15/03/2024 22:00,1.04,21,69,48,7,33,14,17,1,24,92,2.1
15/03/2024 23:00,0.92,50,98,48,2,42,20,17,2,23,51,1.8
16/03/2024 00:00,0.76,,,,,36,22,23,,22,213,1.7
16/03/2024 01:00,0.84,11,59,48,3,53,22,31,3,21,310,2.8
16/03/2024 02:00,0.8,13,64,52,2,62,25,30,7,20,311,2.2
16/03/2024 03:00,0.71,10,53,43,6,59,25,29,4,19,300,1.4
16/03/2024 04:00,0.79,21,61,40,5,45,22,32,3,19,115,0.6
16/03/2024 05:00,1.2,66,108,42,2,44,26,37,3,18,106,0.8
16/03/2024 06:00,1.76,116,158,42,2,51,22,38,3,17,134,1.2
16/03/2024 07:00,1.68,105,146,41,2,53,20,36,3,17,158,1.3
16/03/2024 08:00,1.42,75,112,37,3,68,39,35,2,17,157,1.2
16/03/2024 09:00,,51,94,,,,,30,,19,131,1.4
16/03/2024 10:00,1.25,32,86,54,20,,,26,3,21,174,1.2
16/03/2024 11:00,0.78,11,48,37,41,,,22,10,23,59,1.5
16/03/2024 12:00,0.69,11,52,41,49,,,19,8,25,75,1.8
16/03/2024 13:00,0.64,3,32,29,75,46,26,15,8,26,109,1.9
16/03/2024 14:00,0.62,2,24,22,93,39,22,12,6,28,150,2.5
16/03/2024 15:00,0.58,3,25,22,76,60,38,10,3,29,172,2.9
16/03/2024 16:00,0.47,2,15,13,57,43,19,8,1,29,160,5.1
16/03/2024 17:00,0.47,2,15,13,55,48,10,10,1,29,157,5.5
16/03/2024 18:00,0.59,3,22,18,43,49,12,10,1,28,180,4.7
16/03/2024 19:00,0.57,1,20,19,45,38,12,14,1,27,172,4.6
16/03/2024 20:00,0.63,1,23,22,37,40,15,16,1,25,169,3.1
16/03/2024 21:00,0.73,2,31,29,23,35,17,17,1,24,139,1.7
16/03/2024 22:00,1.08,37,76,40,9,31,16,19,1,23,204,1.5
16/03/2024 23:00,0.88,11,43,32,10,29,15,19,1,23,235,1.6
17/03/2024 00:00,0.57,9,36,27,8,17,8,20,1,23,55,0.4
17/03/2024 01:00,,,,,,28,16,23,,20,172,1.1
17/03/2024 02:00,,,,,,27,13,25,,19,137,1.4
17/03/2024 03:00,,,,,,36,21,22,,19,196,1.2
17/03/2024 04:00,1.19,45,79,34,2,24,13,23,2,19,194,1.1
17/03/2024 05:00,0.99,29,61,32,2,29,16,25,1,18,182,1.1
17/03/2024 06:00,1.07,40,72,32,2,31,19,26,1,18,176,0.7
17/03/2024 07:00,1.55,125,161,36,2,42,31,29,3,17,110,0.5
17/03/2024 08:00,2.51,177,217,40,3,27,9,30,5,18,332,1
17/03/2024 09:00,1.34,49,95,46,8,58,37,25,5,20,311,1.7
17/03/2024 10:00,0.89,16,55,39,30,56,35,20,3,22,352,1.2
17/03/2024 11:00,0.81,8,44,36,46,52,40,16,2,24,19,1.9
17/03/2024 12:00,0.78,5,40,35,67,42,29,13,3,25,38,
17/03/2024 13:00,0.65,2,27,25,88,52,34,10,3,27,12,2
17/03/2024 14:00,0.53,1,22,20,95,54,40,9,2,28,147,2.5
17/03/2024 15:00,0.53,1,19,17,99,36,24,9,2,29,162,3.1
17/03/2024 16:00,0.53,1,17,16,95,39,24,10,2,29,188,2.9
17/03/2024 17:00,0.55,1,16,15,62,42,25,15,1,28,166,4.3
17/03/2024 18:00,0.48,0,11,11,50,40,14,16,1,28,155,4.8
17/03/2024 19:00,0.53,2,19,18,34,39,11,15,1,27,172,3.3
17/03/2024 20:00,0.53,0,17,17,35,32,11,20,1,25,158,3.5
17/03/2024 21:00,0.52,0,16,16,33,26,10,20,1,25,160,3.3
17/03/2024 22:00,0.62,3,23,20,20,24,13,17,1,24,206,2.5
17/03/2024 23:00,0.59,6,27,21,16,20,9,17,1,24,248,1.7
18/03/2024 00:00,0.56,1,17,16,21,67,28,55,1,20,308,3.3
18/03/2024 01:00,1.05,58,93,35,2,16,8,23,2,22,121,1
18/03/2024 02:00,1.25,50,89,39,2,27,12,26,2,21,165,0.8
18/03/2024 03:00,1.29,54,90,36,2,36,18,27,2,20,217,1.1
18/03/2024 04:00,1.01,31,65,33,2,21,7,29,2,19,38,0.8
18/03/2024 05:00,0.93,31,63,32,2,27,15,29,1,19,339,0.7
18/03/2024 06:00,1.24,75,111,36,2,21,12,31,3,18,43,1.1
18/03/2024 07:00,1.79,135,177,42,2,30,12,37,5,17,119,0.7
18/03/2024 08:00,1.76,135,175,40,2,49,25,36,4,18,152,0.9
18/03/2024 09:00,1.33,142,202,60,4,63,38,31,7,20,44,1.1
18/03/2024 10:00,0.99,32,79,48,19,53,27,25,4,21,48,1.9
18/03/2024 11:00,0.66,7,37,29,45,67,40,20,22,23,42,2.2
18/03/2024 12:00,0.53,6,30,24,53,46,28,14,12,25,11,1.8
18/03/2024 13:00,0.55,3,23,20,65,37,24,12,10,27,64,1.9
18/03/2024 14:00,0.47,1,18,17,82,36,23,11,7,28,103,2.4
18/03/2024 15:00,0.6,4,24,20,67,28,20,7,3,30,247,3.8
18/03/2024 16:00,0.5,5,19,14,40,37,21,4,1,31,242,3.9
18/03/2024 17:00,0.47,6,19,13,35,17,1,3,1,31,255,
18/03/2024 18:00,0.46,6,20,14,34,18,3,5,1,30,263,2.9
18/03/2024 19:00,0.55,5,21,16,,16,5,6,1,29,295,3.3
18/03/2024 20:00,0.68,2,26,24,37,22,10,17,1,27,162,3.1
18/03/2024 21:00,0.65,3,24,21,24,38,15,39,1,23,26,5.1
18/03/2024 22:00,0.69,2,24,22,19,101,25,48,1,22,334,4.2
18/03/2024 23:00,0.62,2,19,17,20,73,27,54,1,20,311,4.5
19/03/2024 00:00,0.78,10,43,33,24,46,25,36,1,23,101,1.1
19/03/2024 01:00,0.52,1,14,12,22,51,29,58,1,19,311,3.1
19/03/2024 02:00,0.49,1,12,12,22,37,22,60,1,19,307,2.5
19/03/2024 03:00,0.47,1,12,11,20,32,22,63,2,18,316,
19/03/2024 04:00,0.54,2,21,19,11,28,19,66,5,18,317,
19/03/2024 05:00,0.69,3,23,20,9,39,28,68,5,18,318,2.1
19/03/2024 06:00,0.77,7,27,20,7,34,23,67,3,18,345,1.1
19/03/2024 07:00,0.66,9,30,21,4,28,18,66,2,18,20,1.6
19/03/2024 08:00,0.82,34,56,22,1,24,13,66,2,18,45,1.6
19/03/2024 09:00,0.96,28,52,24,5,31,18,62,2,19,140,1.5
19/03/2024 10:00,1.06,30,64,34,12,34,17,57,2,20,98,1.7
19/03/2024 11:00,1.1,17,59,42,28,53,31,50,2,21,75,1.8
19/03/2024 12:00,0.88,5,34,29,61,61,39,34,2,24,147,2.2
19/03/2024 13:00,0.69,4,28,24,72,57,29,22,1,26,49,2.1
19/03/2024 14:00,0.68,3,27,24,87,42,21,19,2,27,61,2.4
19/03/2024 15:00,0.86,3,34,31,91,48,27,18,2,28,308,2.1
19/03/2024 16:00,0.91,1,33,32,95,49,28,17,2,28,217,1.7
19/03/2024 17:00,1.04,3,41,38,63,43,27,22,2,27,198,3.1
19/03/2024 18:00,0.88,2,32,30,67,50,24,26,1,27,176,3.1
19/03/2024 19:00,0.95,1,34,33,62,84,39,27,1,26,169,2.5
19/03/2024 20:00,1.05,1,38,36,44,55,28,32,1,25,171,2.2
19/03/2024 21:00,0.89,4,31,27,37,55,29,32,1,25,287,2.1
19/03/2024 22:00,0.85,6,34,29,28,47,25,31,3,25,263,2.2
19/03/2024 23:00,0.92,3,35,31,27,46,28,33,4,24,189,1.7
20/03/2024 00:00,1.2,43,95,52,1,53,15,35,2,22,6,1.6
20/03/2024 01:00,0.88,4,45,41,12,33,19,40,1,22,107,0.7
20/03/2024 02:00,1.08,12,60,48,5,44,19,42,1,21,130,1
20/03/2024 03:00,0.86,4,49,45,6,47,29,43,1,21,121,0.4
20/03/2024 04:00,0.81,5,45,40,7,40,25,43,1,21,113,0.6
20/03/2024 05:00,0.83,18,58,40,4,37,23,44,1,20,105,0.5
20/03/2024 06:00,1.14,45,90,45,1,35,22,46,1,19,146,1.1
20/03/2024 07:00,1.85,110,154,43,1,48,31,47,3,19,111,0.8
20/03/2024 08:00,2.54,117,163,46,2,47,23,47,3,19,172,0.9
20/03/2024 09:00,1.74,56,109,53,7,57,25,41,3,21,320,1.2
20/03/2024 10:00,1.34,30,84,54,18,54,27,34,5,23,325,1.6
20/03/2024 11:00,1.18,16,69,53,37,55,28,32,4,24,4,2.2
20/03/2024 12:00,0.84,4,38,34,68,56,33,29,6,25,32,2.3
20/03/2024 13:00,0.78,2,27,26,87,61,34,24,3,27,36,2.1
20/03/2024 14:00,0.81,1,27,26,109,39,22,22,2,28,172,2.1
20/03/2024 15:00,0.76,0,20,20,112,52,34,21,1,28,138,1.9
20/03/2024 16:00,0.84,1,27,27,92,46,28,23,1,28,158,2.5
20/03/2024 17:00,0.73,4,36,32,66,51,25,26,1,27,94,2.5
20/03/2024 18:00,0.76,9,47,38,42,47,21,26,1,27,81,3.1
20/03/2024 19:00,0.77,10,43,32,30,58,18,21,1,27,281,3.7
20/03/2024 20:00,0.9,15,41,27,15,58,19,17,2,26,262,3.1
20/03/2024 21:00,0.75,12,36,24,14,47,16,20,1,25,257,3
20/03/2024 22:00,0.99,15,63,47,6,54,12,28,1,24,32,1.3
20/03/2024 23:00,1.13,42,95,53,2,51,19,32,2,23,43,1.3
21/03/2024 00:00,0.71,5,31,26,9,39,25,34,1,22,322,0.9
21/03/2024 01:00,1.02,20,70,50,1,54,16,36,2,21,310,1.7
21/03/2024 02:00,0.95,18,64,46,2,57,19,38,1,21,351,0.7
21/03/2024 03:00,0.99,16,56,39,1,48,20,36,1,20,172,0.5
21/03/2024 04:00,1.09,51,90,39,1,56,31,38,2,20,21,0.9
21/03/2024 05:00,0.95,49,84,34,1,43,25,40,1,19,115,0.8
21/03/2024 06:00,1.32,70,103,33,1,34,18,41,2,18,193,1.1
21/03/2024 07:00,1.42,67,97,30,1,33,18,44,2,18,160,0.9
21/03/2024 09:00,1.65,76,131,56,5,47,13,36,3,20,0,0.7
21/03/2024 10:00,1.52,42,115,72,16,56,28,30,2,22,126,1.4
21/03/2024 11:00,1.17,16,71,55,42,60,35,23,1,24,133,2.2
21/03/2024 12:00,0.75,4,31,28,62,55,31,18,1,26,114,2.4
21/03/2024 13:00,0.62,2,21,19,72,40,25,14,0,28,137,2.6
21/03/2024 14:00,0.66,4,25,22,75,52,34,13,1,29,184,3.1
21/03/2024 15:00,0.69,6,24,19,49,39,15,13,1,30,236,4
21/03/2024 16:00,0.75,5,23,18,44,48,22,17,1,29,202,4.2
21/03/2024 17:00,0.78,6,26,19,39,64,24,18,1,29,193,5.1
21/03/2024 18:00,0.74,6,25,19,34,90,24,19,1,28,196,5.3
21/03/2024 19:00,0.87,10,33,24,23,66,28,17,1,27,206,4.4
21/03/2024 20:00,0.99,10,42,32,17,42,16,22,1,26,187,3.7
21/03/2024 21:00,0.87,10,34,24,17,49,22,23,1,25,224,4.3
21/03/2024 22:00,0.79,7,27,21,17,40,24,28,0,23,219,4.6
21/03/2024 23:00,0.74,4,24,20,16,40,22,33,1,22,229,3.4
22/03/2024 00:00,1.16,,,,,44,28,27,,22,241,1.7
22/03/2024 01:00,0.81,7,36,29,5,38,25,35,1,21,125,0.8
22/03/2024 02:00,0.97,39,70,31,3,35,20,34,1,20,316,1.2
22/03/2024 03:00,0.63,7,30,23,9,34,21,35,0,20,274,0.8
22/03/2024 04:00,0.75,13,39,25,6,35,26,34,1,19,235,1.2
22/03/2024 05:00,1.06,41,72,31,2,27,18,36,1,18,160,1.6
22/03/2024 06:00,1.17,50,80,29,2,50,34,36,1,17,159,1.3
22/03/2024 07:00,1.72,102,131,30,2,44,25,36,3,17,179,0.9
22/03/2024 08:00,2.43,144,181,37,2,45,25,36,3,18,174,1.4
22/03/2024 09:00,2.5,125,188,63,4,56,27,31,4,20,160,1.6
22/03/2024 10:00,1.05,22,53,30,20,77,36,24,1,24,202,2.1
22/03/2024 11:00,0.91,13,39,26,29,35,22,19,1,25,202,2.5
22/03/2024 12:00,0.63,8,24,15,34,32,15,9,0,27,228,5.2
22/03/2024 13:00,0.61,8,24,16,40,18,5,7,1,29,246,4.3
22/03/2024 14:00,0.67,7,24,17,44,25,8,7,1,30,253,4.2
22/03/2024 15:00,0.71,7,25,18,43,39,17,6,1,30,252,4.4
22/03/2024 16:00,0.75,7,26,18,45,33,12,5,1,31,280,4.2
22/03/2024 17:00,0.73,6,25,19,47,44,19,6,1,30,273,4.3
22/03/2024 18:00,0.69,7,29,21,41,47,23,6,1,29,262,4.6
22/03/2024 19:00,0.88,11,40,28,26,39,17,5,0,28,246,3.7
22/03/2024 20:00,1.3,25,64,38,12,33,16,10,1,27,235,2.5
22/03/2024 21:00,0.94,13,43,30,16,39,22,17,1,25,219,3.4
22/03/2024 22:00,1.02,11,44,33,10,37,17,21,1,24,216,2.2
22/03/2024 23:00,1.17,19,55,36,8,39,22,24,1,23,195,1.6
23/03/2024 00:00,0.68,3,27,24,18,26,16,18,1,22,197,1.3
23/03/2024 01:00,,,,,,40,24,28,,21,177,1.4
23/03/2024 02:00,,,,,,52,36,26,,20,182,1.6
23/03/2024 03:00,,,,,,39,17,27,,19,171,1.7
23/03/2024 04:00,1.04,16,50,34,2,42,22,30,1,18,173,0.7
23/03/2024 05:00,1.12,25,58,33,2,40,20,32,1,18,177,0.8
23/03/2024 06:00,1.36,54,87,34,2,42,21,34,2,17,151,
23/03/2024 07:00,1.64,84,119,35,2,49,26,37,3,17,150,1
23/03/2024 08:00,1.75,100,136,36,2,58,33,49,5,17,140,1.2
23/03/2024 09:00,1.37,47,90,43,7,83,36,54,32,18,277,1.7
23/03/2024 10:00,1.24,30,81,51,18,76,44,48,37,20,274,1.5
23/03/2024 11:00,1.08,11,57,46,47,86,54,36,29,22,149,1.6
23/03/2024 12:00,1.07,6,57,51,73,82,54,29,19,24,80,2.1
23/03/2024 13:00,0.84,1,30,28,99,87,60,21,8,26,100,1.9
23/03/2024 14:00,0.8,1,26,25,115,77,53,17,6,28,162,2.2
23/03/2024 15:00,0.62,1,22,20,97,68,43,14,3,29,88,2.6
23/03/2024 16:00,0.59,2,23,22,80,72,39,13,2,29,101,3.7
23/03/2024 17:00,0.53,2,20,18,68,68,21,13,1,29,102,4
23/03/2024 18:00,0.61,3,24,21,51,66,18,13,1,29,161,
23/03/2024 19:00,0.65,3,24,21,37,66,18,14,1,28,181,3.7
23/03/2024 20:00,0.75,8,34,26,24,41,14,15,1,26,220,
23/03/2024 21:00,0.66,5,26,20,26,37,14,14,1,24,239,4
23/03/2024 22:00,0.67,5,27,22,22,40,17,16,1,23,255,3.4
23/03/2024 23:00,0.66,4,24,20,23,28,10,16,1,23,243,3.1
24/03/2024 00:00,1.08,22,70,48,3,43,28,15,1,19,153,1.1
24/03/2024 01:00,0.86,32,70,38,7,26,15,19,1,21,352,1.1
24/03/2024 02:00,1.15,25,66,41,6,28,17,18,1,20,229,1.5
24/03/2024 03:00,1.51,49,92,43,2,29,17,24,1,19,185,1.1
24/03/2024 04:00,1.34,51,91,40,3,28,16,26,1,18,136,1.3
24/03/2024 05:00,0.74,17,52,35,6,19,8,26,1,18,110,1.3
24/03/2024 06:00,0.7,10,44,34,8,17,9,22,0,18,156,1.4
24/03/2024 07:00,0.93,58,98,39,4,5,,23,1,17,107,0.9
24/03/2024 08:00,1.28,56,98,42,4,16,4,21,1,18,124,1.7
24/03/2024 09:00,1.07,32,67,36,17,29,11,19,1,20,155,1.9
24/03/2024 10:00,0.39,1,10,9,47,28,9,7,0,24,120,3.4
