date,CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
30/05/2024 17:00,0.7,2,29,27,94,36,17,21,1,31,334,3.3
30/05/2024 18:00,0.54,1,24,23,78,44,24,23,1,30,42,3.7
30/05/2024 19:00,0.65,0,22,22,47,49,21,34,0,26,129,4.1
30/05/2024 20:00,0.84,2,33,30,42,50,22,42,0,24,181,3.5
30/05/2024 21:00,,3,36,33,,37,17,40,0,24,218,2.1
30/05/2024 22:00,1.01,5,48,43,22,31,22,42,1,23,245,0.9
30/05/2024 23:00,1.25,8,61,53,7,33,20,46,0,23,159,1.7
31/05/2024 00:00,0.88,8,54,45,7,56,27,24,1,25,352,1.7
31/05/2024 01:00,1.42,18,70,52,3,39,26,53,1,21,155,
31/05/2024 02:00,1.03,44,96,51,2,40,23,56,2,20,136,1.1
31/05/2024 03:00,0.9,17,61,43,4,42,28,56,1,20,36,1.4
31/05/2024 04:00,0.89,11,55,44,3,38,27,58,1,19,112,0.8
31/05/2024 05:00,0.79,12,55,42,3,39,27,57,1,19,103,0.5
31/05/2024 06:00,1.11,47,89,42,3,43,25,60,2,18,142,0.9
31/05/2024 07:00,1.64,111,159,48,3,47,29,58,3,19,87,1.1
31/05/2024 08:00,1.4,100,157,57,5,47,31,54,4,20,71,1.6
31/05/2024 09:00,1.64,77,152,75,8,57,40,48,4,22,17,1.1
31/05/2024 10:00,1.62,46,133,87,23,69,46,40,3,24,67,1.3
31/05/2024 11:00,1.03,10,65,55,60,79,51,30,2,26,60,1.9
31/05/2024 12:00,0.66,2,30,28,92,65,44,21,2,28,49,1.7
31/05/2024 13:00,0.6,2,25,24,101,39,28,16,2,30,30,2.1
31/05/2024 14:00,0.49,1,19,17,89,38,24,12,1,31,31,2.4
31/05/2024 15:00,0.56,2,20,18,85,24,14,12,1,32,336,3
31/05/2024 16:00,,,,,,,,11,,32,313,3.1
31/05/2024 17:00,0.58,5,29,24,60,,,9,1,32,351,3.9
31/05/2024 18:00,0.54,0,20,20,93,0,,18,1,32,107,
31/05/2024 19:00,0.63,0,27,27,73,,,21,1,30,100,3.1
31/05/2024 20:00,0.71,1,35,35,53,44,20,22,1,29,62,2.3
31/05/2024 21:00,0.9,1,51,50,35,40,18,25,2,28,98,2.5
31/05/2024 22:00,1.01,3,50,47,32,53,29,26,1,27,97,1.4
31/05/2024 23:00,1.13,7,71,64,10,52,27,27,1,26,15,
