CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
0.56,1.0,17.0,16.0,21.0,67.0,28.0,55.0,1.0,20.0,308.0,3.3
1.05,58.0,93.0,35.0,2.0,16.0,8.0,23.0,2.0,22.0,121.0,1.0
1.25,50.0,89.0,39.0,2.0,27.0,12.0,26.0,2.0,21.0,165.0,0.8
1.29,54.0,90.0,36.0,2.0,36.0,18.0,27.0,2.0,20.0,217.0,1.1
1.01,31.0,65.0,33.0,2.0,21.0,7.0,29.0,2.0,19.0,38.0,0.8
0.93,31.0,63.0,32.0,2.0,27.0,15.0,29.0,1.0,19.0,339.0,0.7
1.24,75.0,111.0,36.0,2.0,21.0,12.0,31.0,3.0,18.0,43.0,1.1
1.79,135.0,177.0,42.0,2.0,30.0,12.0,37.0,5.0,17.0,119.0,0.7
1.76,135.0,175.0,40.0,2.0,49.0,25.0,36.0,4.0,18.0,152.0,0.9
1.33,142.0,202.0,60.0,4.0,63.0,38.0,31.0,7.0,20.0,44.0,1.1
0.99,32.0,79.0,48.0,19.0,53.0,27.0,25.0,4.0,21.0,48.0,1.9
0.66,7.0,37.0,29.0,45.0,67.0,40.0,20.0,22.0,23.0,42.0,2.2
0.53,6.0,30.0,24.0,53.0,46.0,28.0,14.0,12.0,25.0,11.0,1.8
0.55,3.0,23.0,20.0,65.0,37.0,24.0,12.0,10.0,27.0,64.0,1.9
0.47,1.0,18.0,17.0,82.0,36.0,23.0,11.0,7.0,28.0,103.0,2.4
0.6,4.0,24.0,20.0,67.0,28.0,20.0,7.0,3.0,30.0,247.0,3.8
0.5,5.0,19.0,14.0,40.0,37.0,21.0,4.0,1.0,31.0,242.0,3.9
0.47,6.0,19.0,13.0,35.0,17.0,1.0,3.0,1.0,31.0,255.0,3.9
0.46,6.0,20.0,14.0,34.0,18.0,3.0,5.0,1.0,30.0,263.0,2.9
0.55,5.0,21.0,16.0,37.599162011173185,16.0,5.0,6.0,1.0,29.0,295.0,3.3
0.68,2.0,26.0,24.0,37.0,22.0,10.0,17.0,1.0,27.0,162.0,3.1
0.65,3.0,24.0,21.0,24.0,38.0,15.0,39.0,1.0,23.0,26.0,5.1
0.69,2.0,24.0,22.0,19.0,101.0,25.0,48.0,1.0,22.0,334.0,4.2
0.62,2.0,19.0,17.0,20.0,73.0,27.0,54.0,1.0,20.0,311.0,4.5
0.78,10.0,43.0,33.0,24.0,46.0,25.0,36.0,1.0,23.0,101.0,1.1
0.52,1.0,14.0,12.0,22.0,51.0,29.0,58.0,1.0,19.0,311.0,3.1
0.49,1.0,12.0,12.0,22.0,37.0,22.0,60.0,1.0,19.0,307.0,2.5
0.47,1.0,12.0,11.0,20.0,32.0,22.0,63.0,2.0,18.0,316.0,2.5
0.54,2.0,21.0,19.0,11.0,28.0,19.0,66.0,5.0,18.0,317.0,2.5
0.69,3.0,23.0,20.0,9.0,39.0,28.0,68.0,5.0,18.0,318.0,2.1
0.77,7.0,27.0,20.0,7.0,34.0,23.0,67.0,3.0,18.0,345.0,1.1
0.66,9.0,30.0,21.0,4.0,28.0,18.0,66.0,2.0,18.0,20.0,1.6
0.82,34.0,56.0,22.0,1.0,24.0,13.0,66.0,2.0,18.0,45.0,1.6
0.96,28.0,52.0,24.0,5.0,31.0,18.0,62.0,2.0,19.0,140.0,1.5
1.06,30.0,64.0,34.0,12.0,34.0,17.0,57.0,2.0,20.0,98.0,1.7
1.1,17.0,59.0,42.0,28.0,53.0,31.0,50.0,2.0,21.0,75.0,1.8
0.88,5.0,34.0,29.0,61.0,61.0,39.0,34.0,2.0,24.0,147.0,2.2
0.69,4.0,28.0,24.0,72.0,57.0,29.0,22.0,1.0,26.0,49.0,2.1
0.68,3.0,27.0,24.0,87.0,42.0,21.0,19.0,2.0,27.0,61.0,2.4
0.86,3.0,34.0,31.0,91.0,48.0,27.0,18.0,2.0,28.0,308.0,2.1
0.91,1.0,33.0,32.0,95.0,49.0,28.0,17.0,2.0,28.0,217.0,1.7
1.04,3.0,41.0,38.0,63.0,43.0,27.0,22.0,2.0,27.0,198.0,3.1
0.88,2.0,32.0,30.0,67.0,50.0,24.0,26.0,1.0,27.0,176.0,3.1
0.95,1.0,34.0,33.0,62.0,84.0,39.0,27.0,1.0,26.0,169.0,2.5
1.05,1.0,38.0,36.0,44.0,55.0,28.0,32.0,1.0,25.0,171.0,2.2
0.89,4.0,31.0,27.0,37.0,55.0,29.0,32.0,1.0,25.0,287.0,2.1
0.85,6.0,34.0,29.0,28.0,47.0,25.0,31.0,3.0,25.0,263.0,2.2
0.92,3.0,35.0,31.0,27.0,46.0,28.0,33.0,4.0,24.0,189.0,1.7
1.2,43.0,95.0,52.0,1.0,53.0,15.0,35.0,2.0,22.0,6.0,1.6
0.88,4.0,45.0,41.0,12.0,33.0,19.0,40.0,1.0,22.0,107.0,0.7
1.08,12.0,60.0,48.0,5.0,44.0,19.0,42.0,1.0,21.0,130.0,1.0
0.86,4.0,49.0,45.0,6.0,47.0,29.0,43.0,1.0,21.0,121.0,0.4
0.81,5.0,45.0,40.0,7.0,40.0,25.0,43.0,1.0,21.0,113.0,0.6
0.83,18.0,58.0,40.0,4.0,37.0,23.0,44.0,1.0,20.0,105.0,0.5
1.14,45.0,90.0,45.0,1.0,35.0,22.0,46.0,1.0,19.0,146.0,1.1
1.85,110.0,154.0,43.0,1.0,48.0,31.0,47.0,3.0,19.0,111.0,0.8
2.54,117.0,163.0,46.0,2.0,47.0,23.0,47.0,3.0,19.0,172.0,0.9
1.74,56.0,109.0,53.0,7.0,57.0,25.0,41.0,3.0,21.0,320.0,1.2
1.34,30.0,84.0,54.0,18.0,54.0,27.0,34.0,5.0,23.0,325.0,1.6
1.18,16.0,69.0,53.0,37.0,55.0,28.0,32.0,4.0,24.0,4.0,2.2
0.84,4.0,38.0,34.0,68.0,56.0,33.0,29.0,6.0,25.0,32.0,2.3
0.78,2.0,27.0,26.0,87.0,61.0,34.0,24.0,3.0,27.0,36.0,2.1
0.81,1.0,27.0,26.0,109.0,39.0,22.0,22.0,2.0,28.0,172.0,2.1
0.76,0.0,20.0,20.0,112.0,52.0,34.0,21.0,1.0,28.0,138.0,1.9
0.84,1.0,27.0,27.0,92.0,46.0,28.0,23.0,1.0,28.0,158.0,2.5
0.73,4.0,36.0,32.0,66.0,51.0,25.0,26.0,1.0,27.0,94.0,2.5
0.76,9.0,47.0,38.0,42.0,47.0,21.0,26.0,1.0,27.0,81.0,3.1
0.77,10.0,43.0,32.0,30.0,58.0,18.0,21.0,1.0,27.0,281.0,3.7
0.9,15.0,41.0,27.0,15.0,58.0,19.0,17.0,2.0,26.0,262.0,3.1
0.75,12.0,36.0,24.0,14.0,47.0,16.0,20.0,1.0,25.0,257.0,3.0
0.99,15.0,63.0,47.0,6.0,54.0,12.0,28.0,1.0,24.0,32.0,1.3
1.13,42.0,95.0,53.0,2.0,51.0,19.0,32.0,2.0,23.0,43.0,1.3
0.71,5.0,31.0,26.0,9.0,39.0,25.0,34.0,1.0,22.0,322.0,0.9
1.02,20.0,70.0,50.0,1.0,54.0,16.0,36.0,2.0,21.0,310.0,1.7
0.95,18.0,64.0,46.0,2.0,57.0,19.0,38.0,1.0,21.0,351.0,0.7
0.99,16.0,56.0,39.0,1.0,48.0,20.0,36.0,1.0,20.0,172.0,0.5
1.09,51.0,90.0,39.0,1.0,56.0,31.0,38.0,2.0,20.0,21.0,0.9
0.95,49.0,84.0,34.0,1.0,43.0,25.0,40.0,1.0,19.0,115.0,0.8
1.32,70.0,103.0,33.0,1.0,34.0,18.0,41.0,2.0,18.0,193.0,1.1
1.42,67.0,97.0,30.0,1.0,33.0,18.0,44.0,2.0,18.0,160.0,0.9
1.65,76.0,131.0,56.0,5.0,47.0,13.0,36.0,3.0,20.0,0.0,0.7
1.52,42.0,115.0,72.0,16.0,56.0,28.0,30.0,2.0,22.0,126.0,1.4
1.17,16.0,71.0,55.0,42.0,60.0,35.0,23.0,1.0,24.0,133.0,2.2
0.75,4.0,31.0,28.0,62.0,55.0,31.0,18.0,1.0,26.0,114.0,2.4
0.62,2.0,21.0,19.0,72.0,40.0,25.0,14.0,0.0,28.0,137.0,2.6
0.66,4.0,25.0,22.0,75.0,52.0,34.0,13.0,1.0,29.0,184.0,3.1
0.69,6.0,24.0,19.0,49.0,39.0,15.0,13.0,1.0,30.0,236.0,4.0
0.75,5.0,23.0,18.0,44.0,48.0,22.0,17.0,1.0,29.0,202.0,4.2
0.78,6.0,26.0,19.0,39.0,64.0,24.0,18.0,1.0,29.0,193.0,5.1
0.74,6.0,25.0,19.0,34.0,90.0,24.0,19.0,1.0,28.0,196.0,5.3
0.87,10.0,33.0,24.0,23.0,66.0,28.0,17.0,1.0,27.0,206.0,4.4
0.99,10.0,42.0,32.0,17.0,42.0,16.0,22.0,1.0,26.0,187.0,3.7
0.87,10.0,34.0,24.0,17.0,49.0,22.0,23.0,1.0,25.0,224.0,4.3
0.79,7.0,27.0,21.0,17.0,40.0,24.0,28.0,0.0,23.0,219.0,4.6
0.74,4.0,24.0,20.0,16.0,40.0,22.0,33.0,1.0,22.0,229.0,3.4
1.16,5.0,40.0,35.67358384744812,37.599162011173185,44.0,28.0,27.0,2.0,22.0,241.0,1.7
0.81,7.0,36.0,29.0,5.0,38.0,25.0,35.0,1.0,21.0,125.0,0.8
0.97,39.0,70.0,31.0,3.0,35.0,20.0,34.0,1.0,20.0,316.0,1.2
0.63,7.0,30.0,23.0,9.0,34.0,21.0,35.0,0.0,20.0,274.0,0.8
0.75,13.0,39.0,25.0,6.0,35.0,26.0,34.0,1.0,19.0,235.0,1.2
1.06,41.0,72.0,31.0,2.0,27.0,18.0,36.0,1.0,18.0,160.0,1.6
1.17,50.0,80.0,29.0,2.0,50.0,34.0,36.0,1.0,17.0,159.0,1.3
1.72,102.0,131.0,30.0,2.0,44.0,25.0,36.0,3.0,17.0,179.0,0.9
2.43,144.0,181.0,37.0,2.0,45.0,25.0,36.0,3.0,18.0,174.0,1.4
2.5,125.0,188.0,63.0,4.0,56.0,27.0,31.0,4.0,20.0,160.0,1.6
1.05,22.0,53.0,30.0,20.0,77.0,36.0,24.0,1.0,24.0,202.0,2.1
0.91,13.0,39.0,26.0,29.0,35.0,22.0,19.0,1.0,25.0,202.0,2.5
0.63,8.0,24.0,15.0,34.0,32.0,15.0,9.0,0.0,27.0,228.0,5.2
0.61,8.0,24.0,16.0,40.0,18.0,5.0,7.0,1.0,29.0,246.0,4.3
0.67,7.0,24.0,17.0,44.0,25.0,8.0,7.0,1.0,30.0,253.0,4.2
0.71,7.0,25.0,18.0,43.0,39.0,17.0,6.0,1.0,30.0,252.0,4.4
0.75,7.0,26.0,18.0,45.0,33.0,12.0,5.0,1.0,31.0,280.0,4.2
0.73,6.0,25.0,19.0,47.0,44.0,19.0,6.0,1.0,30.0,273.0,4.3
0.69,7.0,29.0,21.0,41.0,47.0,23.0,6.0,1.0,29.0,262.0,4.6
0.88,11.0,40.0,28.0,26.0,39.0,17.0,5.0,0.0,28.0,246.0,3.7
1.3,25.0,64.0,38.0,12.0,33.0,16.0,10.0,1.0,27.0,235.0,2.5
0.94,13.0,43.0,30.0,16.0,39.0,22.0,17.0,1.0,25.0,219.0,3.4
1.02,11.0,44.0,33.0,10.0,37.0,17.0,21.0,1.0,24.0,216.0,2.2
1.17,19.0,55.0,36.0,8.0,39.0,22.0,24.0,1.0,23.0,195.0,1.6
0.68,3.0,27.0,24.0,18.0,26.0,16.0,18.0,1.0,22.0,197.0,1.3
0.77,5.0,40.0,35.67358384744812,37.599162011173185,40.0,24.0,28.0,2.0,21.0,177.0,1.4
0.77,5.0,40.0,35.67358384744812,37.599162011173185,52.0,36.0,26.0,2.0,20.0,182.0,1.6
0.77,5.0,40.0,35.67358384744812,37.599162011173185,39.0,17.0,27.0,2.0,19.0,171.0,1.7
1.04,16.0,50.0,34.0,2.0,42.0,22.0,30.0,1.0,18.0,173.0,0.7
1.12,25.0,58.0,33.0,2.0,40.0,20.0,32.0,1.0,18.0,177.0,0.8
1.36,54.0,87.0,34.0,2.0,42.0,21.0,34.0,2.0,17.0,151.0,0.8
1.64,84.0,119.0,35.0,2.0,49.0,26.0,37.0,3.0,17.0,150.0,1.0
1.75,100.0,136.0,36.0,2.0,58.0,33.0,49.0,5.0,17.0,140.0,1.2
1.37,47.0,90.0,43.0,7.0,83.0,36.0,54.0,32.0,18.0,277.0,1.7
1.24,30.0,81.0,51.0,18.0,76.0,44.0,48.0,37.0,20.0,274.0,1.5
1.08,11.0,57.0,46.0,47.0,86.0,54.0,36.0,29.0,22.0,149.0,1.6
1.07,6.0,57.0,51.0,73.0,82.0,54.0,29.0,19.0,24.0,80.0,2.1
0.84,1.0,30.0,28.0,99.0,87.0,60.0,21.0,8.0,26.0,100.0,1.9
0.8,1.0,26.0,25.0,115.0,77.0,53.0,17.0,6.0,28.0,162.0,2.2
0.62,1.0,22.0,20.0,97.0,68.0,43.0,14.0,3.0,29.0,88.0,2.6
0.59,2.0,23.0,22.0,80.0,72.0,39.0,13.0,2.0,29.0,101.0,3.7
0.53,2.0,20.0,18.0,68.0,68.0,21.0,13.0,1.0,29.0,102.0,4.0
0.61,3.0,24.0,21.0,51.0,66.0,18.0,13.0,1.0,29.0,161.0,4.0
0.65,3.0,24.0,21.0,37.0,66.0,18.0,14.0,1.0,28.0,181.0,3.7
0.75,8.0,34.0,26.0,24.0,41.0,14.0,15.0,1.0,26.0,220.0,3.7
0.66,5.0,26.0,20.0,26.0,37.0,14.0,14.0,1.0,24.0,239.0,4.0
0.67,5.0,27.0,22.0,22.0,40.0,17.0,16.0,1.0,23.0,255.0,3.4
0.66,4.0,24.0,20.0,23.0,28.0,10.0,16.0,1.0,23.0,243.0,3.1
1.08,22.0,70.0,48.0,3.0,43.0,28.0,15.0,1.0,19.0,153.0,1.1
0.86,32.0,70.0,38.0,7.0,26.0,15.0,19.0,1.0,21.0,352.0,1.1
1.15,25.0,66.0,41.0,6.0,28.0,17.0,18.0,1.0,20.0,229.0,1.5
1.51,49.0,92.0,43.0,2.0,29.0,17.0,24.0,1.0,19.0,185.0,1.1
1.34,51.0,91.0,40.0,3.0,28.0,16.0,26.0,1.0,18.0,136.0,1.3
0.74,17.0,52.0,35.0,6.0,19.0,8.0,26.0,1.0,18.0,110.0,1.3
0.7,10.0,44.0,34.0,8.0,17.0,9.0,22.0,0.0,18.0,156.0,1.4
0.93,58.0,98.0,39.0,4.0,5.0,28.13929539295393,23.0,1.0,17.0,107.0,0.9
1.28,56.0,98.0,42.0,4.0,16.0,4.0,21.0,1.0,18.0,124.0,1.7
1.07,32.0,67.0,36.0,17.0,29.0,11.0,19.0,1.0,20.0,155.0,1.9
0.39,1.0,10.0,9.0,47.0,28.0,9.0,7.0,0.0,24.0,120.0,3.4
0.39,1.0,9.0,8.0,54.0,34.0,4.0,6.0,0.0,26.0,122.0,2.5
0.48,3.0,16.0,13.0,59.0,49.0,7.0,3.0,0.0,28.0,224.0,2.5
0.52,3.0,16.0,13.0,65.0,34.0,28.13929539295393,2.0,1.0,30.0,247.0,4.5
0.59,2.0,16.0,14.0,67.0,37.0,12.0,4.0,1.0,30.0,256.0,4.6
0.54,2.0,15.0,13.0,66.0,62.0,30.0,6.0,1.0,30.0,233.0,3.9
0.61,2.0,17.0,15.0,67.0,100.0,29.0,4.0,1.0,31.0,229.0,5.1
0.57,2.0,16.0,14.0,57.0,83.0,32.0,5.0,1.0,30.0,194.0,5.0
0.53,1.0,13.0,12.0,54.0,90.0,25.0,6.0,1.0,28.0,175.0,4.2
0.7,2.0,20.0,18.0,51.0,70.0,20.0,7.0,1.0,27.0,227.0,3.4
0.75,1.0,23.0,22.0,37.0,82.0,38.0,9.0,1.0,25.0,186.0,2.4
0.65,0.0,23.0,22.0,32.0,59.0,30.0,11.0,0.0,22.0,159.0,2.0
0.71,0.0,26.0,26.0,26.0,44.0,24.0,13.0,0.0,21.0,151.0,1.4
0.99,14.0,59.0,45.0,9.0,39.0,22.0,14.0,1.0,20.0,123.0,0.8
1.01,14.0,53.0,39.0,7.0,36.0,24.0,12.0,1.0,19.0,159.0,1.3
1.12,15.0,56.0,41.0,7.0,35.0,20.0,16.0,1.0,19.0,199.0,1.4
0.86,4.0,36.0,32.0,14.0,48.0,30.0,15.0,0.0,18.0,171.0,1.5
0.87,4.0,43.0,39.0,6.0,54.0,41.0,18.0,0.0,17.0,127.0,1.3
0.83,9.0,47.0,38.0,8.0,25.0,10.0,20.0,0.0,16.0,165.0,1.4
0.66,3.0,33.0,30.0,14.0,36.0,21.0,19.0,0.0,16.0,163.0,1.7
1.06,31.0,69.0,38.0,4.0,40.0,25.0,22.0,1.0,15.0,189.0,1.1
1.73,87.0,127.0,40.0,3.0,32.0,21.0,22.0,2.0,15.0,175.5,1.7
1.44,58.0,98.0,40.0,4.0,40.0,23.0,21.0,2.0,15.0,162.0,1.8
2.03,124.0,180.0,55.0,3.0,40.0,19.0,20.0,3.0,17.0,60.0,1.7
1.94,103.0,174.0,71.0,5.0,67.0,38.0,14.0,3.0,20.0,355.0,1.6
1.5,53.0,120.0,67.0,14.0,69.0,35.0,7.0,2.0,24.0,341.0,1.3
0.95,15.0,52.0,37.0,40.0,68.0,31.0,1.0,1.0,26.0,260.0,2.2
0.82,7.0,35.0,28.0,53.0,67.0,30.0,1.0,1.0,28.0,242.0,3.8
0.67,6.0,25.0,18.0,53.0,78.0,24.0,1.0,1.0,29.0,241.0,4.3
0.68,5.0,23.0,18.0,51.0,86.0,29.0,1.0,1.0,28.0,250.0,4.8
0.79,6.0,29.0,23.0,50.0,83.0,26.0,1.0,1.0,28.0,240.0,4.2
0.83,7.0,32.0,25.0,42.0,103.0,42.0,1.0,1.0,26.0,217.0,4.0
0.87,6.0,35.0,29.0,33.0,82.0,36.0,2.0,1.0,24.0,176.0,3.1
0.86,3.0,34.0,31.0,30.0,49.0,25.0,3.0,1.0,23.0,161.0,2.5
1.0,11.0,48.0,37.0,21.0,48.0,27.0,5.0,1.0,23.0,232.0,2.8
0.64,5.0,25.0,20.0,32.0,45.0,27.0,8.0,1.0,22.0,259.0,3.7
0.73,4.0,30.0,26.0,22.0,32.0,19.0,9.0,1.0,20.0,235.0,1.9
1.31,22.0,76.0,54.0,4.0,44.0,31.0,11.0,1.0,20.0,149.0,0.9
1.4,39.0,84.0,45.0,4.0,33.0,21.0,10.0,2.0,18.0,153.0,1.3
1.39,54.0,98.0,45.0,4.0,56.0,36.0,12.0,2.0,17.0,225.0,1.1
1.42,50.0,93.0,43.0,4.0,66.0,47.0,15.0,2.0,17.0,201.0,1.2
1.06,22.0,62.0,40.0,3.0,61.0,41.0,17.0,1.0,16.0,162.0,1.7
0.95,12.0,46.0,34.0,6.0,67.0,50.0,18.0,1.0,15.0,185.0,2.0
1.3,48.0,86.0,39.0,3.0,59.0,46.0,19.0,1.0,15.0,189.0,1.3
3.28,208.0,251.0,43.0,4.0,62.0,49.0,21.0,5.0,15.0,222.0,0.9
3.58,218.0,265.0,47.0,4.0,69.0,46.0,22.0,5.0,15.0,178.0,1.3
1.66,59.0,107.0,48.0,10.0,87.0,54.0,16.0,2.0,17.0,162.0,1.3
1.54,26.0,88.0,62.0,27.0,54.0,30.0,11.0,1.0,20.0,153.0,1.7
1.08,8.0,53.0,45.0,57.0,72.0,47.0,5.0,1.0,23.0,125.0,1.9
0.68,3.0,24.0,21.0,72.0,71.0,40.0,1.0,0.0,26.0,119.0,2.4
0.58,2.0,21.0,19.0,79.0,48.0,26.0,0.0,0.0,28.0,118.0,2.8
0.68,3.0,22.0,19.0,78.0,33.0,18.0,0.0,1.0,29.0,239.0,3.7
0.77,4.0,25.0,22.0,72.0,76.0,37.0,2.0,1.0,30.0,223.0,4.2
0.87,4.0,27.0,23.0,67.0,87.0,35.0,4.0,1.0,30.0,213.5,4.8
0.91,5.0,32.0,27.0,57.0,85.0,57.0,4.0,1.0,30.0,204.0,4.8
0.93,5.0,33.0,28.0,56.0,72.0,47.0,5.0,1.0,28.0,213.0,4.6
0.87,1.0,29.0,27.0,58.0,65.0,41.0,9.0,1.0,26.0,167.0,3.8
0.94,3.0,35.0,32.0,44.0,68.0,39.0,9.0,1.0,24.0,179.0,4.3
1.26,12.0,61.0,49.0,22.0,50.0,29.0,10.0,1.0,23.0,200.0,2.8
1.31,9.0,59.0,49.0,14.0,47.0,28.0,9.0,1.0,22.0,187.0,2.6
1.2,5.0,54.0,48.0,10.0,53.0,37.0,9.0,1.0,21.0,160.0,1.2
0.45,3.0,33.0,30.0,16.0,102.0,37.0,44.0,5.0,19.0,302.0,4.0
1.41,36.0,91.0,55.0,4.0,36.0,23.0,14.0,1.0,19.0,121.0,0.7
1.37,40.0,96.0,56.0,3.0,45.0,31.0,14.0,2.0,18.0,120.0,1.7
1.38,40.0,95.0,55.0,3.0,46.0,29.0,15.0,1.0,17.0,201.0,0.9
1.49,50.0,103.0,53.0,3.0,46.0,32.0,18.0,1.0,17.0,357.0,0.7
1.91,92.0,144.0,52.0,4.0,45.0,31.0,21.0,3.0,16.0,213.0,1.0
2.3,170.0,222.0,52.0,4.0,51.0,39.0,23.0,4.0,15.0,343.0,0.8
3.62,249.0,301.0,52.0,6.0,66.0,44.0,22.0,7.0,15.0,288.0,0.9
3.85,277.0,338.0,61.0,6.0,100.0,70.0,23.0,8.0,15.0,39.0,0.7
2.78,201.0,278.0,77.0,6.0,116.0,81.0,17.0,7.0,17.0,28.0,1.7
1.64,51.0,128.0,77.0,17.0,121.0,84.0,11.0,4.0,19.0,46.0,1.6
0.94,19.0,74.0,55.0,38.0,97.0,71.0,8.0,3.0,22.0,95.0,1.8
0.77,5.0,40.0,35.67358384744812,37.599162011173185,68.0,51.0,2.0,2.0,25.0,42.0,2.1
0.77,5.0,40.0,35.67358384744812,37.599162011173185,51.95631067961165,28.13929539295393,0.0,2.0,27.0,358.0,2.4
0.77,5.0,40.0,35.67358384744812,37.599162011173185,51.95631067961165,28.13929539295393,0.0,2.0,29.0,325.0,2.0
0.77,5.0,40.0,35.67358384744812,37.599162011173185,51.95631067961165,28.13929539295393,0.0,2.0,29.0,63.0,2.1
0.77,5.0,40.0,35.67358384744812,37.599162011173185,51.95631067961165,28.13929539295393,0.0,2.0,30.0,264.0,2.3
0.66,2.0,36.0,34.0,123.0,50.0,35.0,0.0,2.0,30.0,357.0,2.1
0.52,0.0,28.0,28.0,122.0,61.0,44.0,1.0,2.0,30.0,94.0,2.5
0.79,0.0,32.0,32.0,79.0,66.0,43.0,6.0,1.0,28.0,142.0,3.0
0.86,1.0,44.0,43.0,58.0,92.0,56.0,7.0,1.0,26.0,107.0,2.8
0.66,8.0,67.0,59.0,28.0,85.0,54.0,10.0,2.0,24.0,45.0,3.6
0.98,9.0,51.0,42.0,16.0,99.0,52.0,23.0,2.0,22.0,340.0,2.9
0.6,4.0,40.0,36.0,16.0,96.0,46.0,34.0,2.0,21.0,292.0,3.9
0.53,5.0,40.0,35.67358384744812,37.599162011173185,50.0,16.0,50.0,2.0,18.0,296.5,2.5
0.44,2.0,29.0,27.0,17.0,89.0,33.0,51.0,22.0,18.0,301.0,3.4
0.44,2.0,34.0,32.0,11.0,68.0,31.0,58.0,29.0,16.0,293.0,3.1
0.38,2.0,29.0,27.0,15.0,60.0,29.0,61.0,23.0,15.0,283.0,2.8
0.36,1.0,25.0,23.0,18.0,61.0,35.0,62.0,21.0,15.0,290.0,2.1
0.41,2.0,23.0,22.0,17.0,53.0,30.0,65.0,21.0,15.0,282.0,2.2
0.58,7.0,33.0,27.0,11.0,57.0,35.0,68.0,29.0,14.0,280.0,2.1
0.7,14.0,46.0,32.0,7.0,63.0,40.0,69.0,30.0,14.0,266.0,1.3
0.88,62.0,109.0,46.0,3.0,61.0,39.0,65.0,15.0,13.0,90.0,1.6
0.95,45.0,93.0,48.0,8.0,66.0,40.0,61.0,16.0,15.0,93.0,1.1
0.86,19.0,59.0,40.0,26.0,75.0,46.0,54.0,18.0,17.0,300.0,1.4
0.82,13.0,61.0,48.0,39.0,77.0,48.0,45.0,15.0,19.0,45.0,1.5
0.8,11.0,63.0,53.0,57.0,97.0,65.0,34.0,10.0,21.0,31.0,1.8
0.56,3.0,36.0,33.0,84.0,96.0,66.0,25.0,8.0,23.0,80.0,2.2
0.43,1.0,22.0,20.0,100.0,94.0,62.0,16.0,5.0,26.0,89.0,2.3
0.56,0.0,22.0,21.0,116.0,69.0,47.0,14.0,4.0,27.0,173.0,2.1
0.66,1.0,24.0,24.0,117.0,85.0,57.0,13.0,4.0,28.0,176.0,2.5
0.43,0.0,15.0,15.0,96.0,74.0,44.0,11.0,2.0,28.0,136.0,3.7
0.59,0.0,20.0,20.0,86.0,91.0,43.0,12.0,2.0,27.0,149.0,4.0
0.58,4.0,31.0,28.0,43.0,100.0,56.0,26.0,2.0,25.0,318.0,4.6
0.56,4.0,33.0,29.0,27.0,119.0,29.0,34.0,1.0,23.0,331.0,3.3
0.46,3.0,25.0,22.0,26.0,127.0,24.0,40.0,2.0,21.0,315.0,3.7
0.43,2.0,21.0,18.0,27.0,74.0,18.0,45.0,2.0,19.0,304.0,2.9
0.5,3.0,30.0,27.0,18.0,54.0,16.0,47.0,3.0,19.0,279.0,1.7
0.73,7.0,44.0,38.0,12.0,28.0,17.0,21.0,1.0,21.0,213.0,1.5
0.77,5.0,40.0,35.67358384744812,37.599162011173185,51.0,17.0,52.0,2.0,17.0,302.0,1.5
0.77,5.0,40.0,35.67358384744812,37.599162011173185,48.0,20.0,54.0,2.0,16.0,267.0,0.8
0.77,5.0,40.0,35.67358384744812,37.599162011173185,46.0,22.0,56.0,2.0,15.0,124.0,0.8
0.59,9.0,44.0,35.0,0.0,45.0,19.0,59.0,2.0,15.0,109.0,0.5
0.59,16.0,53.0,36.0,2.0,39.0,20.0,61.0,3.0,14.0,94.0,1.1
0.69,35.0,74.0,39.0,1.0,47.0,21.0,64.0,5.0,13.0,97.0,1.0
1.02,72.0,111.0,39.0,1.0,50.0,22.0,65.0,5.0,13.0,1.0,0.4
0.86,49.0,83.0,34.0,3.0,54.0,26.0,62.0,8.0,14.0,27.0,1.1
0.92,47.0,90.0,43.0,8.0,53.0,23.0,54.0,6.0,16.0,86.0,1.4
0.74,28.0,74.0,46.0,23.0,69.0,33.0,47.0,5.0,18.0,68.0,1.4
0.65,11.0,55.0,44.0,50.0,73.0,37.0,33.0,4.0,21.0,56.0,1.7
0.42,2.0,23.0,21.0,73.0,75.0,48.0,19.0,2.0,24.0,113.0,2.2
0.38,1.0,16.0,16.0,94.0,35.0,23.0,13.0,1.0,26.0,116.0,2.1
0.37,0.0,13.0,13.0,110.0,41.0,30.0,10.0,2.0,27.0,193.0,2.1
0.4,0.0,14.0,14.0,113.0,47.0,35.0,8.0,2.0,28.0,209.0,2.5
0.37,0.0,13.0,13.0,115.0,40.0,29.0,8.0,2.0,29.0,184.0,2.3
0.4,0.0,15.0,15.0,106.0,35.0,24.0,8.0,2.0,29.0,159.0,2.8
0.49,0.0,13.0,13.0,84.0,44.0,31.0,15.0,2.0,29.0,173.0,3.7
0.53,0.0,13.0,13.0,67.0,66.0,41.0,22.0,1.0,26.0,171.0,4.4
0.53,0.0,14.0,14.0,64.0,76.0,42.0,25.0,1.0,25.0,165.0,3.5
0.56,0.0,17.0,18.0,55.0,67.0,40.0,26.0,1.0,23.0,168.0,2.8
0.56,1.0,25.0,24.0,34.0,55.0,35.0,21.0,1.0,23.0,185.0,2.5
0.62,3.0,33.0,29.0,20.0,42.0,25.0,18.0,1.0,22.0,223.0,1.9
1.0,6.0,46.0,40.0,14.0,54.0,36.0,28.0,2.0,22.0,221.0,1.1
