CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
0.77,5.0,37.0,32.0,3.0,32.0,15.0,30.0,2.0,18.0,182.0,1.2
0.6,2.0,29.0,27.0,6.0,35.0,16.0,31.0,2.0,17.0,212.0,1.2
0.56,4.0,32.0,28.0,3.0,36.0,17.0,34.0,2.0,16.0,178.0,1.1
0.55,7.0,36.0,29.0,3.0,35.0,19.0,34.0,2.0,16.0,210.0,0.9
0.7,28.0,56.0,28.0,2.0,27.0,15.0,36.0,2.0,15.0,141.0,0.8
0.82,24.0,52.0,28.0,2.0,25.0,13.0,36.0,2.0,15.0,197.0,1.1
0.97,39.0,70.0,31.0,4.0,39.0,21.0,35.0,2.0,15.0,186.0,1.0
1.22,41.0,85.0,44.0,9.0,43.0,19.0,32.0,3.0,17.0,146.0,1.0
0.89,17.0,55.0,38.0,24.0,51.0,26.0,27.0,4.0,19.0,72.0,1.4
0.48,5.0,24.0,20.0,42.0,62.0,31.0,23.0,11.0,21.0,49.0,1.6
0.29,2.0,13.0,11.0,48.0,49.0,26.0,16.0,8.0,23.0,42.0,1.6
0.28,1.0,13.0,11.0,55.0,33.0,19.0,15.0,8.0,25.0,76.0,1.5
0.28,1.0,10.0,9.0,69.0,32.0,17.0,13.0,4.0,26.0,146.0,1.6
0.28,1.0,12.0,11.0,71.0,35.0,18.0,10.0,4.0,27.0,268.0,2.1
0.19,2.0,10.0,9.0,46.0,34.0,17.0,8.0,2.0,28.0,285.0,2.5
0.6,2.0,26.0,26.44950213371266,44.00657894736842,53.0,26.905244601145878,5.0,3.0,28.0,273.5,2.3
0.23,2.0,26.0,26.44950213371266,44.00657894736842,53.0,26.905244601145878,10.0,2.0,27.0,262.0,1.7
0.31,1.0,13.0,12.0,40.0,53.0,26.905244601145878,18.0,2.0,25.0,193.0,2.6
0.37,1.0,14.0,14.0,33.0,50.0,18.0,21.0,2.0,24.0,202.0,2.1
0.46,1.0,19.0,18.0,24.0,29.0,9.0,32.0,2.0,22.0,59.0,2.2
0.42,1.0,19.0,18.0,19.0,60.0,18.0,52.0,2.0,19.0,354.0,2.5
0.42,3.0,23.0,21.0,16.0,86.0,27.0,59.0,2.0,18.0,323.0,2.5
0.56,1.0,23.0,22.0,28.0,43.0,21.0,41.0,2.0,20.0,177.0,1.6
0.34,1.0,17.0,16.0,19.0,66.0,28.0,63.0,2.0,17.0,330.0,1.7
0.25,1.0,14.0,13.0,20.0,45.0,23.0,66.0,2.0,17.0,347.0,1.7
0.28,2.0,21.0,19.0,14.0,35.0,20.0,69.0,2.0,16.0,335.0,1.5
0.35,1.0,21.0,20.0,12.0,39.0,25.0,73.0,2.0,16.0,340.0,1.3
0.39,4.0,29.0,25.0,6.0,34.0,20.0,75.0,4.0,16.0,354.0,1.2
0.33,2.0,20.0,18.0,7.0,39.0,24.0,78.0,3.0,15.0,59.0,1.4
0.41,7.0,26.0,19.0,4.0,33.0,21.0,79.0,2.0,15.0,51.0,1.7
0.67,21.0,40.0,19.0,3.0,20.0,12.0,80.0,2.0,15.0,79.0,1.5
0.61,16.0,32.0,17.0,11.0,15.0,4.0,74.0,2.0,16.0,103.0,1.3
0.64,10.0,31.0,21.0,21.0,30.0,11.0,66.0,2.0,18.0,157.0,1.3
0.55,5.0,26.0,20.0,42.0,55.0,25.0,52.0,3.0,19.0,163.0,1.4
0.41,2.0,17.0,15.0,62.0,65.0,34.0,35.0,3.0,22.0,142.0,1.6
0.24,1.0,9.0,8.0,70.0,69.0,32.0,23.0,2.0,24.0,192.0,1.6
0.25,1.0,10.0,9.0,78.0,45.0,16.0,20.0,3.0,25.0,83.0,1.9
0.31,1.0,14.0,13.0,86.0,50.0,20.0,18.0,2.0,25.0,36.0,1.9
0.31,1.0,12.0,11.0,83.0,41.0,17.0,19.0,2.0,26.0,166.0,1.6
0.37,1.0,14.0,13.0,68.0,50.0,26.0,29.0,2.0,25.0,216.0,2.2
0.42,1.0,15.0,14.0,68.0,68.0,24.0,31.0,2.0,24.0,215.0,2.5
0.51,1.0,20.0,19.0,58.0,74.0,29.0,33.0,2.0,23.0,202.0,2.2
0.55,1.0,20.0,20.0,49.0,63.0,26.0,37.0,2.0,22.0,196.0,2.2
0.54,0.0,18.0,18.0,48.0,59.0,25.0,38.0,2.0,22.0,194.0,2.0
0.56,0.0,20.0,20.0,42.0,53.0,24.0,38.0,2.0,22.0,200.0,1.7
0.44,0.0,15.0,14.0,39.0,46.0,21.0,39.0,2.0,21.0,228.0,2.0
0.97,23.0,69.0,46.0,2.0,67.0,21.0,38.0,2.0,20.0,28.0,1.1
0.52,1.0,21.0,20.0,24.0,42.0,22.0,44.0,2.0,20.0,199.0,1.3
0.5,1.0,21.0,20.0,22.0,43.0,23.0,45.0,2.0,19.0,177.0,1.3
0.38,0.0,14.0,14.0,26.0,45.0,23.0,45.0,2.0,19.0,180.0,1.6
0.27,1.0,11.0,10.0,28.0,44.0,26.0,45.0,2.0,19.0,182.0,1.3
0.31,1.0,15.0,15.0,20.0,32.0,18.0,48.0,2.0,18.0,193.0,1.3
0.5,3.0,30.0,27.0,8.0,35.0,19.0,52.0,2.0,17.0,164.0,1.0
0.94,17.0,53.0,35.0,4.0,36.0,20.0,53.0,2.0,17.0,197.0,1.0
1.38,37.0,74.0,37.0,4.0,42.0,19.0,56.0,2.0,17.0,191.0,1.3
0.87,20.0,51.0,30.0,15.0,55.0,24.0,46.0,2.0,18.0,237.0,1.3
0.81,15.0,50.0,36.0,28.0,52.0,22.0,39.0,3.0,20.0,312.0,1.5
0.93,14.0,61.0,48.0,39.0,49.0,24.0,35.0,4.0,21.0,19.0,1.7
0.71,6.0,43.0,37.0,61.0,66.0,33.0,31.0,5.0,23.0,12.0,1.6
0.6,2.0,26.0,26.44950213371266,44.00657894736842,65.0,34.0,26.0,3.0,24.0,270.0,1.5
0.6,2.0,26.0,26.44950213371266,44.00657894736842,60.0,36.0,25.0,3.0,25.0,222.0,1.6
0.6,2.0,26.0,26.44950213371266,44.00657894736842,57.0,32.0,24.0,3.0,26.0,159.0,2.2
0.36,1.0,13.0,12.0,64.0,67.0,24.0,29.0,2.0,25.0,163.0,1.9
0.32,1.0,10.0,9.0,55.0,66.0,19.0,28.0,2.0,25.0,138.0,1.7
0.34,1.0,13.0,12.0,44.0,57.0,19.0,25.0,2.0,25.0,198.0,2.5
0.3,1.0,13.0,11.0,36.0,55.0,17.0,25.0,2.0,24.0,221.0,2.8
0.44,2.0,20.0,17.0,22.0,51.0,14.0,24.0,2.0,23.0,245.0,2.1
0.57,10.0,36.0,26.0,10.0,36.0,11.0,23.0,2.0,23.0,280.0,1.6
0.59,12.0,43.0,31.0,7.0,36.0,13.0,26.0,2.0,22.0,323.0,1.7
0.93,11.0,58.0,48.0,3.0,48.0,15.0,36.0,2.0,21.0,68.0,1.2
0.67,5.0,32.0,28.0,6.0,35.0,19.0,33.0,2.0,19.0,163.0,1.1
0.92,23.0,66.0,42.0,2.0,59.0,18.0,39.0,2.0,19.0,304.0,0.8
0.87,20.0,57.0,37.0,2.0,60.0,21.0,40.0,2.0,19.0,196.0,1.1
0.46,1.0,23.0,22.0,10.0,59.0,22.0,37.0,2.0,18.0,177.0,1.3
0.32,2.0,21.0,19.0,10.0,35.0,14.0,39.0,2.0,18.0,53.0,1.1
0.37,3.0,30.0,26.0,4.0,34.0,19.0,45.0,2.0,16.0,226.0,0.9
0.52,12.0,40.0,28.0,3.0,38.0,23.0,48.0,2.0,16.0,216.0,1.3
0.88,30.0,61.0,31.0,2.0,32.0,15.0,50.0,2.0,15.0,200.0,1.3
1.36,55.0,87.0,32.0,3.0,42.0,18.0,50.0,3.0,16.0,199.0,1.1
0.99,27.0,59.0,32.0,11.0,51.0,23.0,41.0,2.0,18.0,142.0,1.0
1.05,18.0,59.0,41.0,24.0,54.0,23.0,34.0,2.0,20.0,115.0,1.3
0.56,7.0,32.0,24.0,42.0,59.0,25.0,25.0,2.0,22.0,129.0,1.5
0.33,2.0,15.0,13.0,56.0,41.0,20.0,21.0,2.0,23.0,207.0,1.4
0.28,1.0,12.0,11.0,65.0,30.0,12.0,18.0,2.0,25.0,72.0,1.6
0.28,3.0,17.0,15.0,62.0,37.0,15.0,15.0,2.0,26.0,296.0,1.9
0.26,2.0,12.0,10.0,50.0,37.0,15.0,17.0,2.0,27.0,224.0,2.6
0.27,2.0,10.0,9.0,46.0,60.0,21.0,20.0,2.0,26.0,211.0,3.2
0.26,2.0,10.0,8.0,41.0,77.0,26.0,21.0,2.0,26.0,214.0,3.6
0.25,1.0,10.0,9.0,38.0,80.0,20.0,23.0,2.0,25.0,209.0,3.2
0.33,2.0,15.0,13.0,31.0,55.0,15.0,24.0,2.0,24.0,207.0,2.7
0.44,1.0,21.0,20.0,25.0,46.0,17.0,26.0,2.0,22.0,212.0,2.3
0.53,2.0,22.0,21.0,17.0,40.0,17.0,26.0,2.0,22.0,229.0,2.2
0.75,8.0,37.0,30.0,8.0,39.0,18.0,29.0,2.0,21.0,258.0,1.7
0.7,5.0,33.0,28.0,8.0,41.0,22.0,33.0,2.0,20.0,260.0,1.7
1.17,2.0,26.0,26.44950213371266,44.00657894736842,44.0,22.0,28.0,3.0,19.0,198.0,1.3
1.08,29.0,62.0,33.0,2.0,31.0,17.0,32.0,2.0,18.0,95.0,1.0
1.14,48.0,82.0,34.0,2.0,49.0,29.0,34.0,3.0,18.0,58.0,1.3
0.61,18.0,49.0,32.0,2.0,65.0,38.0,35.0,3.0,17.0,54.0,1.3
0.63,15.0,46.0,30.0,2.0,38.0,21.0,38.0,3.0,16.0,196.0,1.1
0.73,23.0,52.0,29.0,2.0,39.0,21.0,43.0,3.0,15.0,191.0,1.0
0.69,22.0,51.0,29.0,2.0,43.0,25.0,42.0,2.0,14.0,196.0,1.1
1.27,55.0,83.0,28.0,2.0,43.0,23.0,42.0,3.0,14.0,193.0,1.3
1.69,73.0,104.0,30.0,3.0,52.0,26.0,40.0,4.0,15.0,191.0,1.2
1.14,36.0,68.0,31.0,10.0,67.0,31.0,32.0,3.0,17.0,173.0,1.3
0.6,12.0,35.0,24.0,25.0,66.0,28.0,28.0,2.0,20.0,118.0,1.2
0.43,5.0,22.0,17.0,35.0,41.0,17.0,22.0,2.0,22.0,207.0,1.6
0.28,5.0,18.0,13.0,40.0,33.0,14.0,15.0,2.0,24.0,287.0,2.0
0.28,5.0,21.0,15.0,46.0,26.0,11.0,12.0,2.0,25.0,322.0,2.8
0.31,4.0,19.0,15.0,50.0,54.0,14.0,9.0,2.0,26.0,315.0,2.8
0.35,6.0,26.0,20.0,47.0,52.0,18.0,8.0,2.0,27.0,314.0,2.9
0.33,6.0,25.0,19.0,49.0,71.0,18.0,8.0,2.0,28.0,307.0,2.2
0.33,1.0,13.0,11.0,51.0,58.0,22.0,16.0,2.0,27.0,183.0,2.0
0.39,1.0,12.0,11.0,42.0,60.0,23.0,19.0,2.0,26.0,218.0,2.5
0.37,2.0,16.0,14.0,30.0,74.0,30.0,19.0,2.0,25.0,223.0,2.4
0.44,1.0,19.0,17.0,24.0,49.0,16.0,22.0,2.0,23.0,215.0,2.3
0.78,2.0,28.0,26.0,16.0,43.0,14.0,23.0,2.0,22.0,203.0,1.4
0.88,4.0,36.0,32.0,10.0,49.0,25.0,22.0,2.0,21.0,210.0,1.3
1.15,19.0,59.0,41.0,5.0,48.0,25.0,25.0,2.0,20.0,222.0,1.1
0.43,1.0,17.0,16.0,26.0,31.0,16.0,21.0,2.0,20.0,206.0,1.4
0.6,2.0,26.0,26.44950213371266,44.00657894736842,49.0,24.0,30.0,3.0,18.0,203.5,1.4
0.6,2.0,26.0,26.44950213371266,44.00657894736842,56.0,29.0,34.0,3.0,17.0,201.0,1.6
0.6,2.0,26.0,26.44950213371266,44.00657894736842,57.0,26.0,36.0,3.0,16.0,196.0,1.6
0.56,1.0,23.0,22.0,9.0,53.0,23.0,36.0,2.0,16.0,236.0,1.1
0.66,11.0,37.0,27.0,5.0,50.0,29.0,38.0,3.0,15.0,264.0,1.0
0.88,41.0,72.0,30.0,2.0,61.0,39.0,41.0,3.0,15.0,129.0,0.9
1.08,51.0,83.0,32.0,2.0,59.0,31.0,52.0,4.0,14.0,86.0,1.4
0.84,27.0,58.0,30.0,5.0,73.0,34.0,70.0,11.0,13.0,62.0,1.6
0.89,26.0,60.0,33.0,10.0,78.0,39.0,69.0,17.0,15.0,57.0,1.4
1.02,22.0,69.0,47.0,22.0,80.0,41.0,54.0,25.0,17.0,50.0,1.3
0.91,10.0,55.0,45.0,47.0,94.0,53.0,39.0,20.0,19.0,71.0,1.4
0.72,4.0,35.0,31.0,68.0,94.0,57.0,31.0,12.0,22.0,63.0,1.5
0.53,2.0,23.0,21.0,84.0,89.0,50.0,23.0,7.0,24.0,39.0,1.6
0.38,1.0,14.0,13.0,82.0,78.0,41.0,18.0,4.0,25.0,348.0,1.7
0.31,1.0,13.0,12.0,71.0,61.0,28.0,15.0,4.0,26.0,47.0,2.0
0.32,1.0,12.0,11.0,80.0,79.0,30.0,14.0,4.0,27.0,161.0,2.1
0.26,1.0,9.0,9.0,60.0,73.0,26.0,15.0,3.0,27.0,170.0,2.5
0.3,1.0,11.0,10.0,49.0,67.0,17.0,16.0,2.0,26.0,208.0,3.3
0.29,1.0,11.0,11.0,40.0,79.0,20.0,18.0,2.0,24.0,217.0,3.1
0.36,1.0,14.0,13.0,29.0,53.0,17.0,20.0,2.0,23.0,218.0,2.3
0.41,1.0,15.0,14.0,29.0,38.0,15.0,18.0,2.0,22.0,230.0,2.1
0.58,1.0,24.0,23.0,20.0,37.0,17.0,20.0,2.0,21.0,199.0,1.4
0.6,1.0,24.0,24.0,19.0,37.0,18.0,21.0,2.0,20.0,152.0,1.6
0.92,2.0,35.0,33.0,12.0,41.0,18.0,20.0,2.0,17.0,210.0,1.4
0.33,0.0,15.0,15.0,27.0,23.0,12.0,24.0,2.0,19.0,211.0,2.0
0.37,1.0,16.0,15.0,27.0,25.0,11.0,22.0,2.0,19.0,233.0,2.5
0.18,0.0,6.0,6.0,32.0,22.0,10.0,26.0,2.0,18.0,209.0,2.0
0.19,0.0,6.0,5.0,29.0,13.0,6.0,27.0,2.0,17.0,196.0,2.2
0.18,0.0,6.0,6.0,29.0,8.0,1.0,27.0,2.0,17.0,177.0,2.3
0.27,0.0,12.0,12.0,23.0,15.0,5.0,28.0,2.0,16.0,165.0,2.0
0.43,3.0,21.0,18.0,20.0,24.0,9.0,25.0,2.0,15.0,190.0,1.6
0.63,8.0,33.0,25.0,17.0,26.0,12.0,25.0,2.0,16.0,170.0,1.7
0.31,3.0,12.0,10.0,36.0,37.0,7.0,15.0,2.0,19.0,143.0,2.4
0.25,1.0,7.0,6.0,42.0,68.0,8.0,12.0,2.0,22.0,127.0,2.5
0.21,1.0,8.0,6.0,48.0,71.0,10.0,9.0,2.0,24.0,137.0,2.1
0.21,1.0,8.0,7.0,53.0,76.0,12.0,7.0,2.0,25.0,136.0,2.1
0.25,1.0,9.0,8.0,55.0,76.0,10.0,8.0,2.0,26.0,115.0,2.9
0.26,1.0,9.0,8.0,57.0,173.0,18.0,10.0,2.0,27.0,123.0,3.2
0.26,1.0,9.0,8.0,53.0,217.0,24.0,10.0,2.0,27.0,202.0,3.3
0.25,1.0,8.0,8.0,47.0,126.0,16.0,9.0,2.0,26.0,205.0,3.6
0.25,1.0,8.0,7.0,47.0,123.0,13.0,8.0,2.0,26.0,203.0,3.4
0.29,1.0,9.0,8.0,48.0,100.0,15.0,9.0,2.0,25.0,204.0,3.4
0.37,1.0,12.0,11.0,44.0,78.0,19.0,11.0,2.0,23.0,214.0,3.0
0.41,1.0,13.0,12.0,38.0,63.0,22.0,13.0,2.0,21.0,201.0,2.8
0.45,1.0,16.0,15.0,33.0,48.0,18.0,16.0,2.0,20.0,188.0,2.2
0.52,1.0,20.0,20.0,28.0,37.0,16.0,17.0,2.0,19.0,205.0,1.3
0.86,4.0,38.0,35.0,12.0,31.0,15.0,18.0,2.0,18.0,178.0,1.1
1.54,27.0,73.0,47.0,3.0,68.0,42.0,13.0,3.0,17.0,167.0,1.1
0.7,1.0,27.0,26.0,17.0,58.0,33.0,22.0,2.0,15.0,202.0,1.4
0.58,1.0,23.0,22.0,19.0,45.0,24.0,23.0,2.0,15.0,175.0,1.5
0.41,1.0,17.0,16.0,23.0,36.0,17.0,24.0,2.0,14.0,162.0,1.3
0.35,1.0,11.0,11.0,28.0,23.0,11.0,24.0,2.0,14.0,179.0,1.5
0.36,1.0,15.0,14.0,25.0,31.0,16.0,24.0,2.0,14.0,180.0,1.6
0.61,8.0,41.0,33.0,9.0,31.0,19.0,27.0,2.0,12.0,270.0,1.1
1.3,66.0,107.0,42.0,2.0,27.0,17.0,31.0,4.0,11.0,278.0,1.1
1.51,88.0,135.0,47.0,3.0,44.0,21.0,30.0,4.0,12.0,222.0,0.9
0.96,22.0,53.0,31.0,20.0,58.0,27.0,18.0,3.0,16.0,140.0,1.8
0.54,4.0,22.0,17.0,34.0,117.0,26.0,10.0,2.0,20.0,158.0,2.1
0.31,2.0,10.0,8.0,43.0,68.0,12.0,4.0,2.0,24.0,159.0,1.9
0.34,2.0,13.0,11.0,49.0,56.0,8.0,3.0,2.0,25.0,122.0,1.6
0.37,2.0,16.0,14.0,56.0,92.0,13.0,6.0,2.0,25.0,160.0,2.8
0.43,1.0,16.0,14.0,59.0,121.0,25.0,10.0,3.0,25.0,177.0,2.9
0.37,1.0,14.0,12.0,53.0,106.0,28.0,10.0,3.0,25.0,187.0,3.4
0.38,2.0,15.0,13.0,52.0,109.0,27.0,8.0,2.0,25.0,208.0,3.2
0.39,2.0,15.0,13.0,50.0,125.0,25.0,7.0,3.0,24.0,212.0,3.3
0.43,2.0,17.0,15.0,44.0,100.0,27.0,6.0,2.0,23.0,208.0,2.9
0.55,1.0,20.0,19.0,38.0,67.0,23.0,6.0,2.0,21.0,200.0,2.3
0.67,0.0,21.0,21.0,34.0,50.0,24.0,7.0,2.0,20.0,199.0,2.1
0.8,2.0,30.0,28.0,24.0,46.0,24.0,9.0,2.0,19.0,175.0,1.6
1.04,4.0,43.0,39.0,13.0,45.0,24.0,9.0,2.0,19.0,99.0,1.4
1.13,12.0,58.0,46.0,5.0,62.0,38.0,10.0,3.0,18.0,85.0,1.6
1.04,3.0,48.0,45.0,10.0,47.0,30.0,19.0,2.0,17.0,128.0,1.0
1.1,11.0,49.0,38.0,7.0,69.0,42.0,15.0,3.0,15.0,211.0,1.1
0.87,2.0,30.0,29.0,12.0,70.0,45.0,17.0,2.0,15.0,213.0,1.2
0.7,1.0,27.0,26.0,14.0,62.0,43.0,19.0,2.0,14.0,225.0,1.1
0.77,4.0,33.0,30.0,8.0,55.0,41.0,23.0,2.0,13.0,172.0,1.4
0.66,1.0,25.0,24.0,13.0,57.0,41.0,22.0,2.0,12.0,218.0,1.3
0.82,7.0,40.0,33.0,6.0,47.0,33.0,24.0,2.0,12.0,193.0,1.1
1.91,94.0,136.0,43.0,2.0,57.0,43.0,25.0,4.0,12.0,285.0,1.1
2.28,117.0,161.0,44.0,3.0,75.0,48.0,28.0,5.0,12.0,211.0,1.1
1.65,45.0,95.0,50.0,9.0,87.0,47.0,23.0,3.0,14.0,149.0,0.8
1.27,19.0,68.0,48.0,29.0,86.0,41.0,15.0,2.0,18.0,139.0,1.1
0.53,3.0,18.0,15.0,55.0,103.0,43.0,8.0,2.0,21.0,158.0,1.4
0.37,1.0,10.0,8.0,60.0,61.0,24.0,4.0,2.0,23.0,129.0,1.5
0.36,1.0,11.0,10.0,65.0,43.0,17.0,4.0,2.0,25.0,122.0,1.7
0.4,1.0,12.0,11.0,70.0,49.0,17.0,5.0,2.0,26.0,127.0,2.5
0.41,1.0,12.0,11.0,71.0,88.0,21.0,6.0,2.0,26.0,120.0,2.5
0.43,1.0,12.0,11.0,68.0,129.0,30.0,7.0,3.0,27.0,135.0,2.3
0.56,1.0,16.0,15.0,66.0,143.0,38.0,8.0,3.0,26.0,241.0,2.2
0.53,1.0,15.0,14.0,61.0,110.0,43.0,9.0,3.0,25.0,220.0,3.1
0.52,1.0,16.0,16.0,54.0,95.0,45.0,12.0,3.0,23.0,217.0,3.0
0.54,1.0,19.0,18.0,45.0,75.0,33.0,14.0,2.0,21.0,219.0,2.6
0.51,1.0,15.0,15.0,42.0,52.0,31.0,14.0,2.0,20.0,234.0,2.9
0.65,1.0,24.0,23.0,31.0,40.0,22.0,14.0,2.0,20.0,228.0,2.2
0.84,2.0,35.0,33.0,22.0,46.0,29.0,16.0,2.0,18.0,204.0,1.6
0.63,4.0,41.0,37.0,11.0,107.0,46.0,44.0,3.0,17.0,335.0,1.6
1.05,8.0,51.0,43.0,10.0,45.0,29.0,20.0,2.0,16.0,150.0,1.6
0.49,1.0,22.0,21.0,30.0,62.0,33.0,14.0,2.0,17.0,167.0,1.8
0.5,2.0,24.0,22.0,25.0,31.0,19.0,18.0,2.0,16.0,185.0,1.1
0.46,9.0,35.0,26.0,22.0,40.0,26.0,19.0,2.0,16.0,137.0,1.3
0.67,4.0,45.0,41.0,8.0,37.0,24.0,24.0,2.0,14.0,218.0,1.3
1.51,80.0,128.0,48.0,3.0,37.0,23.0,27.0,4.0,13.0,286.0,1.3
2.25,128.0,174.0,46.0,2.0,52.0,29.0,31.0,5.0,11.0,136.0,1.1
2.72,141.0,192.0,51.0,2.0,61.0,32.0,29.0,5.0,12.0,182.0,1.1
2.2,95.0,167.0,71.0,7.0,79.0,38.0,22.0,4.0,15.0,67.0,1.2
1.87,60.0,147.0,87.0,18.0,86.0,48.0,19.0,5.0,17.0,45.0,1.3
1.25,18.0,83.0,64.0,42.0,105.0,66.0,14.0,4.0,19.0,50.0,1.4
0.7,3.0,28.0,25.0,69.0,87.0,59.0,7.0,3.0,22.0,53.0,1.6
0.63,2.0,24.0,22.0,84.0,60.0,39.0,4.0,3.0,24.0,66.0,1.4
0.65,2.0,28.0,26.0,92.0,60.0,39.0,3.0,3.0,25.0,347.0,1.7
0.66,2.0,28.0,26.0,100.0,63.0,41.0,1.0,3.0,27.0,25.0,1.7
0.62,1.0,25.0,23.0,111.0,64.0,42.0,1.0,3.0,27.0,132.0,1.6
0.61,1.0,26.0,25.0,111.0,61.0,40.0,1.0,3.0,28.0,103.0,1.6
0.67,1.0,23.0,22.0,80.0,59.0,41.0,5.0,3.0,27.0,183.0,2.2
0.8,1.0,24.0,24.0,63.0,92.0,47.0,9.0,3.0,24.0,194.0,2.2
0.84,0.0,25.0,25.0,55.0,90.0,52.0,10.0,3.0,23.0,169.0,2.3
1.12,1.0,43.0,42.0,38.0,91.0,56.0,11.0,3.0,21.0,80.0,2.5
1.11,5.0,52.0,47.0,17.0,115.0,60.0,20.0,3.0,20.0,13.0,1.8
1.09,10.0,56.0,47.0,7.0,83.0,47.0,33.0,3.0,19.0,339.0,1.9
0.73,2.0,26.0,26.44950213371266,44.00657894736842,45.0,15.0,58.0,3.0,15.0,67.0,1.2
0.54,3.0,37.0,34.0,9.0,101.0,34.0,55.0,10.0,16.0,3.0,1.2
0.44,1.0,22.0,21.0,17.0,83.0,32.0,60.0,4.0,14.0,82.0,1.4
0.41,1.0,21.0,20.0,17.0,62.0,31.0,63.0,5.0,13.0,73.0,1.4
0.36,1.0,18.0,17.0,18.0,52.0,27.0,70.0,6.0,12.0,68.0,1.5
0.4,1.0,22.0,21.0,14.0,48.0,27.0,74.0,6.0,11.0,81.0,1.4
0.46,2.0,26.0,25.0,10.0,52.0,31.0,79.0,6.0,11.0,72.0,1.3
0.59,5.0,38.0,33.0,6.0,55.0,34.0,79.0,5.0,10.0,80.0,1.4
0.63,11.0,40.0,29.0,10.0,48.0,27.0,76.0,6.0,10.0,73.0,1.4
0.65,14.0,42.0,28.0,15.0,53.0,30.0,74.0,16.0,12.0,63.0,1.4
0.78,15.0,47.0,32.0,23.0,72.0,43.0,65.0,16.0,13.0,66.0,1.3
0.77,8.0,39.0,31.0,41.0,78.0,47.0,52.0,14.0,16.0,44.0,1.4
0.79,4.0,35.0,31.0,61.0,90.0,55.0,39.0,11.0,18.0,34.0,1.4
0.67,2.0,24.0,23.0,85.0,95.0,60.0,30.0,9.0,21.0,38.0,1.4
0.6,1.0,19.0,18.0,96.0,94.0,58.0,21.0,6.0,23.0,346.0,1.6
0.52,1.0,16.0,15.0,95.0,86.0,50.0,16.0,5.0,25.0,54.0,1.6
0.39,1.0,10.0,9.0,72.0,75.0,41.0,12.0,3.0,26.0,113.0,2.5
0.56,1.0,14.0,13.0,75.0,99.0,34.0,14.0,3.0,25.0,194.0,2.6
0.58,1.0,14.0,13.0,70.0,116.0,53.0,15.0,3.0,24.0,199.0,3.0
0.64,0.0,17.0,16.0,59.0,110.0,57.0,18.0,3.0,23.0,215.0,2.5
0.53,1.0,27.0,26.0,23.0,81.0,46.0,37.0,2.0,20.0,7.0,2.2
0.54,1.0,27.0,26.0,18.0,132.0,28.0,44.0,2.0,18.0,22.0,1.7
0.6,1.0,29.0,28.0,14.0,76.0,19.0,50.0,2.0,17.0,47.0,1.7
0.64,1.0,30.0,29.0,13.0,55.0,16.0,55.0,2.0,16.0,55.0,1.6
0.6,3.0,32.0,29.0,17.0,35.0,20.0,27.0,2.0,19.0,220.0,1.3
0.6,2.0,26.0,26.44950213371266,44.00657894736842,45.0,17.0,61.0,3.0,14.0,65.0,1.5
0.6,2.0,26.0,26.44950213371266,44.00657894736842,45.0,14.0,67.0,3.0,13.0,82.0,1.3
0.6,2.0,26.0,26.44950213371266,44.00657894736842,49.0,19.0,69.0,3.0,12.0,70.0,1.1
0.44,2.0,26.0,24.0,9.0,36.0,15.0,70.0,3.0,12.0,71.0,0.9
0.53,5.0,36.0,31.0,4.0,39.0,18.0,71.0,3.0,12.0,67.0,1.0
0.66,13.0,43.0,30.0,2.0,35.0,14.0,73.0,3.0,11.0,62.0,1.1
0.8,33.0,64.0,31.0,2.0,50.0,21.0,74.0,3.0,11.0,335.0,0.8
1.04,51.0,82.0,32.0,4.0,57.0,23.0,72.0,6.0,12.0,25.0,1.1
0.6,21.0,52.0,26.44950213371266,44.00657894736842,53.0,26.905244601145878,65.0,3.0,13.0,56.0,1.2
0.6,11.0,46.0,35.0,30.0,53.0,26.905244601145878,52.0,4.0,16.0,111.0,1.3
0.6,5.0,40.0,34.0,59.0,0.0,26.905244601145878,34.0,4.0,19.0,99.0,1.3
0.6,2.0,25.0,22.0,69.0,53.0,26.905244601145878,21.0,3.0,22.0,53.0,1.6
0.6,1.0,12.0,11.0,75.0,63.0,40.0,14.0,2.0,24.0,5.0,1.6
0.6,1.0,11.0,11.0,81.0,37.0,25.0,11.0,3.0,25.0,2.0,1.8
0.6,0.0,10.0,10.0,84.0,37.0,24.0,10.0,3.0,26.0,1.0,1.7
0.6,1.0,10.0,10.0,85.0,38.0,26.0,10.0,3.0,27.0,230.0,1.7
0.6,1.0,10.0,9.0,76.0,43.0,29.0,14.0,3.0,27.0,212.0,2.1
0.6,1.0,10.0,9.0,56.0,57.0,36.0,22.0,3.0,25.0,207.5,2.8
0.6,1.0,10.0,9.0,53.0,81.0,43.0,25.0,2.0,23.0,203.0,2.6
0.6,1.0,12.0,12.0,48.0,73.0,35.0,29.0,2.0,22.0,201.0,2.1
0.6,1.0,17.0,16.0,40.0,56.0,31.0,30.0,2.0,21.0,217.0,1.4
0.6,1.0,25.0,24.0,30.0,54.0,33.0,30.0,2.0,20.0,239.0,1.2
0.6,2.0,22.0,20.0,25.0,53.0,33.0,23.0,2.0,20.0,267.0,1.8
0.6,1.0,30.0,29.0,32.0,69.0,45.0,30.0,5.0,20.0,226.0,1.3
